"Date_Check","Time5","Time6","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2018-03-01 00:00:00,2018-02-28 23:45:08,NA,41.97,37.893,0.1819,90.1,1.2,"HH115"
2018-03-01 01:00:00,2018-03-01 00:45:08,NA,41.74,38.7,0.1819,89.5,1.2,"HH115"
2018-03-01 02:00:00,2018-03-01 01:45:08,NA,41.554,38.937,0.1811,88.3,1.2,"HH115"
2018-03-01 03:00:00,2018-03-01 02:45:08,NA,41.369,38.464,0.1811,89.1,1.2,"HH115"
2018-03-01 04:00:00,2018-03-01 03:45:08,NA,41.23,38.7,0.1811,91,1.2,"HH115"
2018-03-01 05:00:00,2018-03-01 04:45:08,NA,41.09,38.557,0.1811,93,1.2,"HH115"
2018-03-01 06:00:00,2018-03-01 05:45:08,NA,40.998,38.415,0.2218,94.8,1.2,"HH115"
2018-03-01 07:00:00,2018-03-01 06:45:08,NA,40.858,37.609,0.3642,95.9,1.2,"HH115"
2018-03-01 08:00:00,2018-03-01 07:45:08,NA,40.719,36.891,0.3838,96.5,1.2,"HH115"
2018-03-01 09:00:00,2018-03-01 08:45:08,NA,40.485,36.41,0.4237,96.6,1.2,"HH115"
2018-03-01 10:00:00,2018-03-01 09:45:08,NA,40.298,35.879,0.476,96.6,6.2,"HH115"
2018-03-01 11:00:00,2018-03-01 10:45:08,NA,39.97,35.976,0.4753,96.5,38.7,"HH115"
2018-03-01 12:00:00,2018-03-01 11:45:08,NA,39.877,36.891,0.4724,95.3,88.7,"HH115"
2018-03-01 13:00:00,2018-03-01 12:45:08,NA,39.924,37.321,0.4688,92.4,73.7,"HH115"
2018-03-01 14:00:00,2018-03-01 13:45:08,NA,39.924,40.626,0.3969,88,148.7,"HH115"
2018-03-01 15:00:00,2018-03-01 14:45:08,NA,40.017,44.127,0.3787,81.5,318.7,"HH115"
2018-03-01 16:00:00,2018-03-01 15:45:08,NA,40.158,44.037,0.3424,75.6,313.7,"HH115"
2018-03-01 17:00:00,2018-03-01 16:45:08,NA,40.345,44.445,0.3242,70,191.2,"HH115"
