"Plot_Name","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"HH115",2017-07-01 00:00:00,0.0272,92.7,1.2,67.372,68.913
"HH115",2017-07-01 01:00:00,0.0272,93.7,1.2,67.199,68.313
"HH115",2017-07-01 02:00:00,0.0272,92.9,1.2,67.071,67.158
"HH115",2017-07-01 03:00:00,0.0264,93.4,1.2,66.9,66
"HH115",2017-07-01 04:00:00,0.0264,94,1.2,66.686,64.459
"HH115",2017-07-01 05:00:00,0.0264,95.2,1.2,66.472,63.561
"HH115",2017-07-01 06:00:00,0.0257,96.3,1.2,66.258,63.347
"HH115",2017-07-01 07:00:00,0.0257,96.3,3.7,66,65.745
"HH115",2017-07-01 08:00:00,0.0257,91.3,11.2,65.829,69.213
"HH115",2017-07-01 09:00:00,0.0264,88.2,33.7,65.788,72.264
"HH115",2017-07-01 10:00:00,0.0264,79.9,326.2,65.916,74.381
"HH115",2017-07-01 11:00:00,0.0264,71.7,111.2,66.385,75.81
"HH115",2017-07-01 12:00:00,0.0264,66.3,178.7,66.814,78.033
"HH115",2017-07-01 13:00:00,0.0264,61.8,156.2,67.285,78.121
"HH115",2017-07-01 14:00:00,0.0264,57.1,28.7,67.928,78.733
"HH115",2017-07-01 15:00:00,0.0257,51.8,43.7,68.313,78.339
"HH115",2017-07-01 16:00:00,0.025,53,28.7,68.356,77.945
"HH115",2017-07-01 17:00:00,0.025,52.3,18.7,68.4,77.292
"HH115",2017-07-01 18:00:00,0.0243,53.5,6.2,68.356,76.114
"HH115",2017-07-01 19:00:00,0.0235,54.8,3.7,68.227,74.683
"HH115",2017-07-01 20:00:00,0.0228,59.5,1.2,68.056,71.704
"HH115",2017-07-01 21:00:00,0.0221,67.4,1.2,67.842,67.757
"HH115",2017-07-01 22:00:00,0.0214,74.6,1.2,67.627,66
"HH115",2017-07-01 23:00:00,0.0206,78.1,1.2,67.329,65.188
