"Date_Check","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2019-04-01 00:00:00,37.56,27.642,0.2981,70.4,1.2,"HH115"
2019-04-01 01:00:00,37.321,25.792,0.2981,73.1,1.2,"HH115"
2019-04-01 02:00:00,37.13,25.201,0.301,77.5,1.2,"HH115"
2019-04-01 03:00:00,36.939,24.825,0.2988,79.8,1.2,"HH115"
2019-04-01 04:00:00,36.747,24.283,0.2988,82.2,1.2,"HH115"
2019-04-01 05:00:00,36.603,24.01,0.2988,84.3,1.2,"HH115"
2019-04-01 06:00:00,36.41,26.218,0.2981,85,1.2,"HH115"
2019-04-01 07:00:00,36.313,28.06,0.2981,81.3,21.2,"HH115"
2019-04-01 08:00:00,36.217,32.841,0.2981,76.4,111.2,"HH115"
2019-04-01 09:00:00,36.12,35.685,0.2981,68,198.7,"HH115"
2019-04-01 10:00:00,36.217,39.36,0.2981,58.8,413.7,"HH115"
2019-04-01 11:00:00,36.459,41.184,0.2981,51.2,343.7,"HH115"
2019-04-01 12:00:00,36.795,45.669,0.2981,47.8,623.7,"HH115"
2019-04-01 13:00:00,37.274,47.289,0.2988,46.4,668.7,"HH115"
2019-04-01 14:00:00,37.942,47.914,0.2981,47.6,643.7,"HH115"
2019-04-01 15:00:00,38.511,48.049,0.2981,49.3,531.2,"HH115"
2019-04-01 16:00:00,38.937,48.004,0.2981,50.5,451.2,"HH115"
2019-04-01 17:00:00,39.173,47.602,0.2974,53.2,201.2,"HH115"
2019-04-01 18:00:00,39.313,45.941,0.2981,56.3,71.2,"HH115"
2019-04-01 19:00:00,39.267,44.492,0.2981,59.7,13.7,"HH115"
2019-04-01 20:00:00,39.173,42.616,0.2974,64.5,1.2,"HH115"
2019-04-01 21:00:00,39.031,41.832,0.2981,68.9,1.2,"HH115"
2019-04-01 22:00:00,38.842,41.369,0.2966,70.8,1.2,"HH115"
2019-04-01 23:00:00,38.7,41.416,0.2974,71.7,1.2,"HH115"
2019-04-02 00:00:00,38.606,41.277,0.2966,71.2,1.2,"HH115"
2019-04-02 01:00:00,38.511,40.392,0.2974,71.8,1.2,"HH115"
2019-04-02 02:00:00,38.415,39.502,0.2959,73.1,1.2,"HH115"
2019-04-02 03:00:00,38.322,38.889,0.2952,73.7,1.2,"HH115"
2019-04-02 04:00:00,38.226,38.131,0.2959,74.7,1.2,"HH115"
2019-04-02 05:00:00,38.131,37.274,0.2952,76.4,1.2,"HH115"
2019-04-02 06:00:00,38.037,36.505,0.2952,77.9,1.2,"HH115"
