"Date_Check","Time5","Time6","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2018-10-01 00:00:00,2018-09-30 23:33:24,NA,58.239,58.282,0.147,93.3,1.2,"HH115"
2018-10-01 01:00:00,2018-10-01 00:33:24,NA,58.239,58.023,0.1477,93.3,1.2,"HH115"
2018-10-01 02:00:00,2018-10-01 01:33:24,NA,58.195,57.031,0.1477,94.6,1.2,"HH115"
2018-10-01 03:00:00,2018-10-01 02:33:24,NA,58.152,56.901,0.147,95.9,1.2,"HH115"
2018-10-01 04:00:00,2018-10-01 03:33:24,NA,58.109,56.642,0.147,95.8,1.2,"HH115"
2018-10-01 05:00:00,2018-10-01 04:33:24,NA,58.023,56.512,0.147,95.4,1.2,"HH115"
2018-10-01 06:00:00,2018-10-01 05:33:24,NA,57.979,56.556,0.147,94.8,1.2,"HH115"
2018-10-01 07:00:00,2018-10-01 06:33:24,NA,57.936,56.599,0.147,94.9,1.2,"HH115"
2018-10-01 08:00:00,2018-10-01 07:33:24,NA,57.893,56.642,0.147,95.1,1.2,"HH115"
2018-10-01 09:00:00,2018-10-01 08:33:24,NA,57.85,57.117,0.147,95,1.2,"HH115"
2018-10-01 10:00:00,2018-10-01 09:33:24,NA,57.893,58.109,0.147,94.8,6.2,"HH115"
2018-10-01 11:00:00,2018-10-01 10:33:24,NA,57.936,59.014,0.147,94,13.7,"HH115"
2018-10-01 12:00:00,2018-10-01 11:33:24,NA,58.109,61.761,0.147,91.7,31.2,"HH115"
2018-10-01 13:00:00,2018-10-01 12:33:24,NA,58.411,63.862,0.147,88.7,41.2,"HH115"
2018-10-01 14:00:00,2018-10-01 13:33:24,NA,58.842,65.788,0.147,87.6,31.2,"HH115"
2018-10-01 15:00:00,2018-10-01 14:33:24,NA,59.272,67.285,0.147,87.1,26.2,"HH115"
2018-10-01 16:00:00,2018-10-01 15:33:24,NA,59.745,68.828,0.147,86.5,18.7,"HH115"
2018-10-01 17:00:00,2018-10-01 16:33:24,NA,60.132,69.471,0.147,88,13.7,"HH115"
2018-10-01 18:00:00,2018-10-01 17:33:24,NA,60.517,67.757,0.147,89.8,3.7,"HH115"
2018-10-01 19:00:00,2018-10-01 18:33:24,NA,60.775,67.071,0.147,90.8,1.2,"HH115"
2018-10-01 20:00:00,2018-10-01 19:33:24,NA,60.904,64.76,0.147,91.9,1.2,"HH115"
2018-10-01 21:00:00,2018-10-01 20:33:24,NA,60.948,63.518,0.147,92,1.2,"HH115"
2018-10-01 22:00:00,2018-10-01 21:33:24,NA,60.904,62.962,0.147,93.5,1.2,"HH115"
2018-10-01 23:00:00,2018-10-01 22:33:24,NA,60.861,67.199,0.147,94.7,1.2,"HH115"
2018-10-02 00:00:00,2018-10-01 23:33:24,NA,60.948,64.375,0.3569,93.6,1.2,"HH115"
2018-10-02 01:00:00,2018-10-02 00:33:24,NA,61.633,64.375,0.3678,97.4,1.2,"HH115"
2018-10-02 02:00:00,2018-10-02 01:33:24,NA,61.934,64.76,0.362,98.5,1.2,"HH115"
2018-10-02 03:00:00,2018-10-02 02:33:24,NA,61.977,65.53,0.3547,99,1.2,"HH115"
2018-10-02 04:00:00,2018-10-02 03:33:24,NA,61.977,65.273,0.3373,99.3,1.2,"HH115"
2018-10-02 05:00:00,2018-10-02 04:33:24,NA,62.019,64.375,0.33,99.5,1.2,"HH115"
2018-10-02 06:00:00,2018-10-02 05:33:24,NA,62.019,59.529,0.3213,99.7,1.2,"HH115"
2018-10-02 07:00:00,2018-10-02 06:33:24,NA,61.891,58.109,0.3177,99.9,1.2,"HH115"
2018-10-02 08:00:00,2018-10-02 07:33:24,NA,61.677,56.944,0.3133,100,1.2,"HH115"
2018-10-02 09:00:00,2018-10-02 08:33:24,NA,61.419,56.34,0.3104,100,1.2,"HH115"
2018-10-02 10:00:00,2018-10-02 09:33:24,NA,61.119,56.165,0.3075,100,8.7,"HH115"
2018-10-02 11:00:00,2018-10-02 10:33:24,NA,60.904,56.944,0.3046,100,11.2,"HH115"
