"Date_Check","Time5","Time6","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2017-08-01 00:00:00,2017-08-01 00:20:40,NA,68.484,66.344,0.025,85.9,1.2,"HH115"
2017-08-01 01:00:00,2017-08-01 01:20:40,NA,68.27,66.429,0.025,88.4,1.2,"HH115"
2017-08-01 02:00:00,2017-08-01 02:20:40,NA,68.056,66.857,0.025,89.4,1.2,"HH115"
2017-08-01 03:00:00,2017-08-01 03:20:40,NA,67.885,66.814,0.025,90,1.2,"HH115"
2017-08-01 04:00:00,2017-08-01 04:20:40,NA,67.757,65.916,0.0243,91.6,1.2,"HH115"
2017-08-01 05:00:00,2017-08-01 05:20:40,NA,67.627,65.574,0.0243,92.5,1.2,"HH115"
2017-08-01 06:00:00,2017-08-01 06:20:40,NA,67.5,65.788,0.0243,92.9,1.2,"HH115"
2017-08-01 07:00:00,2017-08-01 07:20:40,NA,67.372,67.071,0.0243,92.2,1.2,"HH115"
2017-08-01 08:00:00,2017-08-01 08:20:40,NA,67.285,68.614,0.0243,91.1,6.2,"HH115"
2017-08-01 09:00:00,2017-08-01 09:20:40,NA,67.285,74.381,0.0243,84.9,26.2,"HH115"
2017-08-01 10:00:00,2017-08-01 10:20:40,NA,67.372,75.898,0.0235,80.3,36.2,"HH115"
2017-08-01 11:00:00,2017-08-01 11:20:40,NA,67.627,77.509,0.0235,75.8,46.2,"HH115"
2017-08-01 12:00:00,2017-08-01 12:20:40,NA,67.928,79.963,0.0235,72.6,171.2,"HH115"
2017-08-01 13:00:00,2017-08-01 13:20:40,NA,68.27,79.612,0.0228,63.7,136.2,"HH115"
2017-08-01 14:00:00,2017-08-01 14:20:40,NA,68.698,77.117,0.0228,68.2,31.2,"HH115"
2017-08-01 15:00:00,2017-08-01 15:20:40,NA,68.956,77.247,0.0221,75,16.2,"HH115"
2017-08-01 16:00:00,2017-08-01 16:20:40,NA,69.129,79.128,0.0221,73,66.2,"HH115"
2017-08-01 17:00:00,2017-08-01 17:20:40,NA,69.3,78.559,0.0214,67.9,16.2,"HH115"
2017-08-01 18:00:00,2017-08-01 18:20:40,NA,69.471,77.247,0.0214,64.7,6.2,"HH115"
2017-08-01 19:00:00,2017-08-01 19:20:40,NA,69.557,76.899,0.0206,67.1,3.7,"HH115"
2017-08-01 20:00:00,2017-08-01 20:20:40,NA,69.557,74.25,0.0206,70.6,1.2,"HH115"
2017-08-01 21:00:00,2017-08-01 21:20:40,NA,69.557,71.964,0.0206,77,1.2,"HH115"
2017-08-01 22:00:00,2017-08-01 22:20:40,NA,69.427,70.543,0.0206,82.1,1.2,"HH115"
2017-08-01 23:00:00,2017-08-01 23:20:40,NA,69.3,69.042,0.0199,87.9,1.2,"HH115"
2017-08-02 00:00:00,2017-08-02 00:20:40,NA,69.129,67.413,0.0192,91,1.2,"HH115"
2017-08-02 01:00:00,2017-08-02 01:20:40,NA,68.956,67.158,0.0192,92.3,1.2,"HH115"
2017-08-02 02:00:00,2017-08-02 02:20:40,NA,68.785,66.472,0.0192,94.2,1.2,"HH115"
2017-08-02 03:00:00,2017-08-02 03:20:40,NA,68.571,65.829,0.0192,95.4,1.2,"HH115"
2017-08-02 04:00:00,2017-08-02 04:20:40,NA,68.4,65.701,0.0192,95.9,1.2,"HH115"
2017-08-02 05:00:00,2017-08-02 05:20:40,NA,68.227,65.53,0.0192,96.6,1.2,"HH115"
2017-08-02 06:00:00,2017-08-02 06:20:40,NA,68.056,65.53,0.0184,96.9,1.2,"HH115"
2017-08-02 07:00:00,2017-08-02 07:20:40,NA,67.885,66.814,0.0184,96.9,1.2,"HH115"
2017-08-02 08:00:00,2017-08-02 08:20:40,NA,67.757,69.6,0.0184,95.6,8.7,"HH115"
2017-08-02 09:00:00,2017-08-02 09:20:40,NA,67.757,72.912,0.0184,90.3,26.2,"HH115"
2017-08-02 10:00:00,2017-08-02 10:20:40,NA,67.885,75.42,0.0184,84.5,38.7,"HH115"
2017-08-02 11:00:00,2017-08-02 11:20:40,NA,68.099,78.076,0.0184,77.9,46.2,"HH115"
2017-08-02 12:00:00,2017-08-02 12:20:40,NA,68.443,81.154,0.0177,67.1,246.2,"HH115"
2017-08-02 13:00:00,2017-08-02 13:20:40,NA,68.828,81.244,0.0177,62.1,78.7,"HH115"
2017-08-02 14:00:00,2017-08-02 14:20:40,NA,69.213,79.788,0.017,65.3,36.2,"HH115"
2017-08-02 15:00:00,2017-08-02 15:20:40,NA,69.514,80.668,0.017,65,33.7,"HH115"
2017-08-02 16:00:00,2017-08-02 16:20:40,NA,69.771,80.008,0.017,66,66.2,"HH115"
