"Date_Check","Time5","Time6","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2019-08-01 00:00:00,2019-07-31 23:36:57,NA,66.985,60.346,0.2371,85.2,1.2,"HH115"
2019-08-01 01:00:00,2019-08-01 00:36:57,NA,66.686,59.142,0.2371,88.4,1.2,"HH115"
2019-08-01 02:00:00,2019-08-01 01:36:57,NA,66.429,57.765,0.2371,90.8,1.2,"HH115"
2019-08-01 03:00:00,2019-08-01 02:36:57,NA,66.13,57.42,0.2371,92.6,1.2,"HH115"
2019-08-01 04:00:00,2019-08-01 03:36:57,NA,65.872,57.29,0.2371,92.9,1.2,"HH115"
2019-08-01 05:00:00,2019-08-01 04:36:57,NA,65.615,56.728,0.2363,92.9,1.2,"HH115"
2019-08-01 06:00:00,2019-08-01 05:36:57,NA,65.359,56.079,0.2371,94,1.2,"HH115"
2019-08-01 07:00:00,2019-08-01 06:36:57,NA,65.102,57.074,0.2363,95.1,1.2,"HH115"
2019-08-01 08:00:00,2019-08-01 07:36:57,NA,64.888,60.217,0.2371,94.9,3.7,"HH115"
2019-08-01 09:00:00,2019-08-01 08:36:57,NA,64.803,65.658,0.2371,93.2,11.2,"HH115"
2019-08-01 10:00:00,2019-08-01 09:36:57,NA,64.888,70.029,0.2371,87.4,116.2,"HH115"
2019-08-01 11:00:00,2019-08-01 10:36:57,NA,65.145,72.696,0.2363,78.2,43.7,"HH115"
2019-08-01 12:00:00,2019-08-01 11:36:57,NA,65.487,74.424,0.2356,71.7,58.7,"HH115"
2019-08-01 13:00:00,2019-08-01 12:36:57,NA,65.916,75.42,0.2349,66.7,238.7,"HH115"
2019-08-01 14:00:00,2019-08-01 13:36:57,NA,66.301,75.594,0.2342,69.4,26.2,"HH115"
2019-08-01 15:00:00,2019-08-01 14:36:57,NA,66.643,76.507,0.2327,67.2,31.2,"HH115"
2019-08-01 16:00:00,2019-08-01 15:36:57,NA,66.985,75.898,0.232,67.2,21.2,"HH115"
2019-08-01 17:00:00,2019-08-01 16:36:57,NA,67.285,75.551,0.2313,64.5,41.2,"HH115"
2019-08-01 18:00:00,2019-08-01 17:36:57,NA,67.456,74.899,0.2305,66.4,8.7,"HH115"
2019-08-01 19:00:00,2019-08-01 18:36:57,NA,67.543,73.256,0.2305,65.7,3.7,"HH115"
2019-08-01 20:00:00,2019-08-01 19:36:57,NA,67.543,71.791,0.2305,63,1.2,"HH115"
2019-08-01 21:00:00,2019-08-01 20:36:57,NA,67.5,68.871,0.2298,62.3,1.2,"HH115"
2019-08-01 22:00:00,2019-08-01 21:36:57,NA,67.372,66.258,0.2298,63.3,1.2,"HH115"
2019-08-01 23:00:00,2019-08-01 22:36:57,NA,67.158,62.406,0.2291,72.7,1.2,"HH115"
2019-08-02 00:00:00,2019-08-01 23:36:57,NA,66.9,60.861,0.2291,80.7,1.2,"HH115"
