"Plot Title: Rollinson_B5 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","PAR, uE()","Temp, °F()","RH, %()"
1,06/27/17 03:11:45 PM,59.916,0.1913,236.2,73.731,37.600
2,06/27/17 04:11:45 PM,60.089,0.1899,26.2,72.997,38.100
3,06/27/17 05:11:45 PM,60.346,0.1899,11.2,72.437,39.800
4,06/27/17 06:11:45 PM,60.517,0.1891,8.7,71.404,46.500
5,06/27/17 07:11:45 PM,60.690,0.1891,3.7,70.329,47.800
6,06/27/17 08:11:45 PM,60.775,0.1891,1.2,68.400,45.000
7,06/27/17 09:11:45 PM,60.818,0.1884,1.2,65.788,47.900
8,06/27/17 10:11:45 PM,60.818,0.1884,1.2,61.547,62.700
9,06/27/17 11:11:45 PM,60.775,0.1884,1.2,59.959,71.600
10,06/28/17 12:11:45 AM,60.690,0.1877,1.2,57.592,74.600
11,06/28/17 01:11:45 AM,60.561,0.1870,1.2,56.165,77.200
12,06/28/17 02:11:45 AM,60.390,0.1870,1.2,55.906,77.800
13,06/28/17 03:11:45 AM,60.217,0.1862,1.2,58.109,71.700
14,06/28/17 04:11:45 AM,60.046,0.1862,1.2,58.325,71.300
15,06/28/17 05:11:45 AM,59.916,0.1862,1.2,60.346,68.700
16,06/28/17 06:11:45 AM,59.830,0.1855,1.2,61.977,64.000
17,06/28/17 07:11:45 AM,59.788,0.1855,1.2,62.919,62.600
18,06/28/17 08:11:45 AM,59.702,0.1855,3.7,63.518,64.800
19,06/28/17 09:11:45 AM,59.745,0.1855,6.2,65.102,64.700
20,06/28/17 10:11:45 AM,59.788,0.1855,1.2,65.701,65.200
21,06/28/17 11:11:45 AM,59.830,0.1848,1.2,60.904,75.300
22,06/28/17 12:11:45 PM,59.873,0.1775,1.2,61.119,92.400
23,06/28/17 01:11:45 PM,59.873,0.1768,6.2,62.661,93.200
24,06/28/17 02:11:45 PM,59.916,0.1782,13.7,68.400,89.500
25,06/28/17 03:11:45 PM,60.089,0.1797,13.7,72.826,82.700
26,06/28/17 04:11:45 PM,60.303,0.1811,16.2,76.811,71.700
27,06/28/17 05:11:45 PM,60.604,0.1826,6.2,75.160,67.200
28,06/28/17 06:11:45 PM,60.948,0.1833,1.2,72.523,73.500
29,06/28/17 07:11:45 PM,61.205,0.1840,3.7,74.856,74.100
30,06/28/17 08:11:45 PM,61.419,0.1840,1.2,75.074,70.100
31,06/28/17 09:11:45 PM,61.590,0.1848,1.2,73.774,67.600
32,06/28/17 10:11:45 PM,61.761,0.1848,1.2,74.424,65.400
33,06/28/17 11:11:45 PM,61.891,0.1848,1.2,70.243,75.700
34,06/29/17 12:11:45 AM,62.019,0.1855,1.2,67.114,88.700
35,06/29/17 01:11:45 AM,62.105,0.1855,1.2,68.185,88.500
36,06/29/17 02:11:45 AM,62.105,0.1855,1.2,69.300,85.900
37,06/29/17 03:11:45 AM,62.105,0.1855,1.2,68.785,85.100
38,06/29/17 04:11:45 AM,62.148,0.1855,1.2,70.930,85.000
39,06/29/17 05:11:45 AM,62.191,0.1855,1.2,70.587,80.000
40,06/29/17 06:11:45 AM,62.233,0.1862,1.2,69.643,81.400
41,06/29/17 07:11:45 AM,62.276,0.1862,1.2,69.814,81.500
42,06/29/17 08:11:45 AM,62.319,0.1855,6.2,70.716,81.400
43,06/29/17 09:11:45 AM,62.362,0.1862,8.7,71.920,76.500
44,06/29/17 10:11:45 AM,62.447,0.1862,18.7,72.480,74.500
45,06/29/17 11:11:45 AM,62.533,0.1862,21.2,74.856,75.000
46,06/29/17 12:11:45 PM,62.661,0.1862,31.2,76.811,73.100
47,06/29/17 01:11:45 PM,62.875,0.1870,21.2,76.332,73.200
48,06/29/17 02:11:45 PM,63.133,0.1870,18.7,77.160,80.200
49,06/29/17 03:11:45 PM,63.347,0.1870,16.2,76.899,76.600
