"Plot Title: Rollinson_B5 "
"#","Time, GMT-06:00","Temp, °F()","Water Content, m³/m³()","Temp, °F()","RH, %()","PAR, uE()"
1,11/30/17 03:27:45 PM,44.582,1.7202,50.445,41.100,36.2
2,11/30/17 04:27:45 PM,44.582,1.7151,48.538,43.300,18.7
3,11/30/17 05:27:45 PM,44.627,1.6984,45.941,48.200,1.2
4,11/30/17 06:27:45 PM,44.582,1.6962,42.708,53.000,1.2
5,11/30/17 07:27:45 PM,44.445,1.6962,37.130,62.800,1.2
6,11/30/17 08:27:45 PM,44.310,1.6962,35.249,72.500,1.2
7,11/30/17 09:27:45 PM,44.173,1.6766,34.761,77.700,1.2
8,11/30/17 10:27:45 PM,43.990,1.6454,32.092,81.200,1.2
9,11/30/17 11:27:45 PM,43.763,1.6352,30.378,84.900,1.2
10,12/01/17 12:27:45 AM,43.579,1.6069,29.817,85.800,1.2
11,12/01/17 01:27:45 AM,43.351,1.5895,30.835,87.600,1.2
12,12/01/17 02:27:45 AM,43.167,1.5641,28.944,87.500,1.2
13,12/01/17 03:27:45 AM,42.939,1.5292,27.592,90.300,1.2
14,12/01/17 04:27:45 AM,42.755,1.4660,25.952,91.300,1.2
15,12/01/17 05:27:45 AM,42.525,1.4907,26.218,92.300,1.2
16,12/01/17 06:27:45 AM,42.341,1.5168,24.987,92.300,1.2
17,12/01/17 07:27:45 AM,42.156,1.5038,24.609,92.800,1.2
18,12/01/17 08:27:45 AM,41.925,1.5205,28.684,92.700,33.7
19,12/01/17 09:27:45 AM,41.740,1.5365,36.217,88.000,71.2
20,12/01/17 10:27:45 AM,41.648,1.5503,45.399,70.500,146.2
21,12/01/17 11:27:45 AM,41.693,1.5074,47.871,55.400,198.7
22,12/01/17 12:27:45 PM,41.925,2.3637,49.383,48.600,266.2
23,12/01/17 01:27:45 PM,42.202,2.5649,50.621,44.800,171.2
24,12/01/17 02:27:45 PM,42.525,2.5649,50.664,44.100,83.7
25,12/01/17 03:27:45 PM,42.755,2.5656,50.621,42.900,73.7
26,12/01/17 04:27:45 PM,42.984,2.5664,46.841,44.800,26.2
27,12/01/17 05:27:45 PM,43.075,2.5664,41.601,52.800,1.2
28,12/01/17 06:27:45 PM,43.122,2.5671,38.322,65.300,1.2
29,12/01/17 07:27:45 PM,43.030,2.5671,36.698,67.500,1.2
30,12/01/17 08:27:45 PM,42.939,2.5671,36.072,71.200,1.2
31,12/01/17 09:27:45 PM,42.800,2.5678,32.790,75.400,1.2
32,12/01/17 10:27:45 PM,42.663,2.5678,30.835,84.200,1.2
33,12/01/17 11:27:45 PM,42.525,2.5678,31.591,84.600,1.2
34,12/02/17 12:27:45 AM,42.386,2.5678,32.142,84.700,1.2
35,12/02/17 01:27:45 AM,42.202,2.5678,32.990,81.600,1.2
36,12/02/17 02:27:45 AM,42.064,2.5678,33.237,82.900,1.2
37,12/02/17 03:27:45 AM,41.925,2.5678,30.531,87.200,1.2
38,12/02/17 04:27:45 AM,41.832,2.5678,33.780,88.000,1.2
39,12/02/17 05:27:45 AM,41.740,2.5678,36.361,81.000,1.2
40,12/02/17 06:27:45 AM,41.693,2.5678,33.732,81.600,1.2
41,12/02/17 07:27:45 AM,41.648,2.5678,32.092,85.100,1.2
42,12/02/17 08:27:45 AM,41.601,2.5678,35.298,86.800,31.2
43,12/02/17 09:27:45 AM,41.508,2.5671,42.294,74.600,73.7
44,12/02/17 10:27:45 AM,41.508,2.5671,46.841,62.900,153.7
45,12/02/17 11:27:45 AM,41.601,2.5671,49.204,56.100,198.7
46,12/02/17 12:27:45 PM,41.878,2.5671,50.841,51.600,238.7
47,12/02/17 01:27:45 PM,42.202,2.5671,51.764,49.300,173.7
48,12/02/17 02:27:45 PM,42.478,2.5671,52.729,48.500,133.7
49,12/02/17 03:27:45 PM,42.800,2.5671,53.166,46.600,68.7
50,12/02/17 04:27:45 PM,43.030,2.5678,49.649,49.500,28.7
51,12/02/17 05:27:45 PM,43.167,2.5678,45.307,56.300,1.2
52,12/02/17 06:27:45 PM,43.259,2.5678,42.433,65.900,1.2
53,12/02/17 07:27:45 PM,43.214,2.5678,41.369,70.300,1.2
54,12/02/17 08:27:45 PM,43.167,2.5678,37.656,77.600,1.2
55,12/02/17 09:27:45 PM,43.122,2.5678,35.298,83.700,1.2
56,12/02/17 10:27:45 PM,42.984,2.5686,33.287,86.600,1.2
57,12/02/17 11:27:45 PM,42.847,2.5678,31.541,88.400,1.2
58,12/03/17 12:27:45 AM,42.663,2.5678,30.479,89.600,1.2
59,12/03/17 01:27:45 AM,42.525,2.5678,30.175,90.800,1.2
60,12/03/17 02:27:45 AM,42.341,2.5686,27.905,91.500,1.2
61,12/03/17 03:27:45 AM,42.156,2.5678,27.592,92.400,1.2
62,12/03/17 04:27:45 AM,41.925,2.5686,27.644,93.000,1.2
63,12/03/17 05:27:45 AM,41.740,2.5678,26.218,93.200,1.2
64,12/03/17 06:27:45 AM,41.554,2.5686,26.272,93.600,1.2
65,12/03/17 07:27:45 AM,41.369,2.5678,25.579,93.400,1.2
66,12/03/17 08:27:45 AM,41.230,2.5678,29.766,93.800,31.2
67,12/03/17 09:27:45 AM,41.043,2.5678,36.217,90.800,73.7
68,12/03/17 10:27:45 AM,40.998,2.5671,48.405,74.900,158.7
69,12/03/17 11:27:45 AM,41.090,2.5671,51.721,57.500,191.2
70,12/03/17 12:27:45 PM,41.369,2.5671,53.865,48.600,223.7
71,12/03/17 01:27:45 PM,41.740,2.5671,55.733,45.100,143.7
72,12/03/17 02:27:45 PM,42.109,2.5671,56.512,41.600,103.7
73,12/03/17 03:27:45 PM,42.433,2.5671,55.515,41.600,43.7
74,12/03/17 04:27:45 PM,42.708,2.5678,51.544,47.300,16.2
75,12/03/17 05:27:45 PM,42.847,2.5678,49.028,55.100,1.2
76,12/03/17 06:27:45 PM,42.939,2.5678,47.781,59.500,1.2
77,12/03/17 07:27:45 PM,42.939,2.5678,48.360,58.500,1.2
78,12/03/17 08:27:45 PM,42.984,2.5678,48.450,58.300,1.2
79,12/03/17 09:27:45 PM,42.984,2.5678,48.450,58.300,1.2
80,12/03/17 10:27:45 PM,42.984,2.5678,51.895,52.500,1.2
81,12/03/17 11:27:45 PM,43.030,2.5678,51.589,53.200,1.2
82,12/04/17 12:27:45 AM,43.075,2.5678,51.589,55.300,1.2
83,12/04/17 01:27:45 AM,43.214,2.5678,51.501,57.900,1.2
84,12/04/17 02:27:45 AM,43.306,2.5671,52.686,59.200,1.2
85,12/04/17 03:27:45 AM,43.443,2.5671,53.166,59.200,1.2
86,12/04/17 04:27:45 AM,43.579,2.5671,53.166,60.700,1.2
87,12/04/17 05:27:45 AM,43.716,2.5678,52.597,68.400,1.2
88,12/04/17 06:27:45 AM,43.853,2.5671,54.648,65.300,1.2
89,12/04/17 07:27:45 AM,43.945,2.5671,55.602,63.300,1.2
90,12/04/17 08:27:45 AM,44.082,2.5671,56.642,62.400,18.7
91,12/04/17 09:27:45 AM,44.218,2.5664,58.669,61.500,73.7
92,12/04/17 10:27:45 AM,44.400,2.5671,59.056,60.900,98.7
93,12/04/17 11:27:45 AM,44.674,2.5671,60.433,59.600,138.7
94,12/04/17 12:27:45 PM,44.946,2.5664,63.262,58.000,173.7
95,12/04/17 01:27:45 PM,45.262,2.5671,64.974,56.900,181.2
96,12/04/17 02:27:45 PM,45.624,2.5671,64.074,57.500,98.7
97,12/04/17 03:27:45 PM,45.941,2.5671,64.288,57.800,41.2
98,12/04/17 04:27:45 PM,46.256,2.5671,63.604,57.000,16.2
99,12/04/17 05:27:45 PM,46.481,2.5671,62.962,57.800,1.2
100,12/04/17 06:27:45 PM,46.706,2.5671,62.233,59.900,1.2
101,12/04/17 07:27:45 PM,46.841,2.5671,62.362,64.700,1.2
102,12/04/17 08:27:45 PM,47.019,2.5671,62.233,69.000,1.2
103,12/04/17 09:27:45 PM,47.154,2.5671,60.818,77.600,1.2
104,12/04/17 10:27:45 PM,47.334,2.5671,59.142,82.200,1.2
105,12/04/17 11:27:45 PM,47.467,2.5678,45.534,83.000,1.2
106,12/05/17 12:27:45 AM,47.557,2.5678,43.122,76.900,1.2
107,12/05/17 01:27:45 AM,47.467,2.5686,40.951,76.800,1.2
108,12/05/17 02:27:45 AM,47.199,2.5686,39.830,70.700,1.2
109,12/05/17 03:27:45 AM,46.931,2.5686,37.893,72.600,1.2
110,12/05/17 04:27:45 AM,46.616,2.5686,36.266,72.800,1.2
111,12/05/17 05:27:45 AM,46.256,2.5678,35.685,73.400,1.2
112,12/05/17 06:27:45 AM,45.941,2.5686,34.272,75.600,1.2
113,12/05/17 07:27:45 AM,45.624,2.5686,29.664,72.500,1.2
114,12/05/17 08:27:45 AM,45.262,2.5686,28.582,68.600,18.7
115,12/05/17 09:27:45 AM,44.901,2.5686,29.714,62.200,78.7
116,12/05/17 10:27:45 AM,44.492,2.5686,32.392,57.500,198.7
117,12/05/17 11:27:45 AM,44.173,2.5686,32.592,52.100,191.2
118,12/05/17 12:27:45 PM,43.945,2.5686,33.780,47.600,206.2
119,12/05/17 01:27:45 PM,43.763,2.5686,32.990,45.900,133.7
120,12/05/17 02:27:45 PM,43.534,2.5686,32.790,45.800,136.2
121,12/05/17 03:27:45 PM,43.351,2.5686,31.793,47.200,66.2
122,12/05/17 04:27:45 PM,43.167,2.5686,30.479,45.900,21.2
123,12/05/17 05:27:45 PM,42.939,2.5686,30.072,48.500,1.2
124,12/05/17 06:27:45 PM,42.616,2.5686,29.561,48.700,1.2
125,12/05/17 07:27:45 PM,42.341,2.5686,28.582,51.400,1.2
126,12/05/17 08:27:45 PM,42.064,2.5686,28.530,52.300,1.2
127,12/05/17 09:27:45 PM,41.832,2.5686,27.696,54.500,1.2
128,12/05/17 10:27:45 PM,41.554,2.5686,27.748,53.900,1.2
129,12/05/17 11:27:45 PM,41.322,2.5686,26.643,56.000,1.2
130,12/06/17 12:27:45 AM,41.090,2.5686,26.537,59.700,1.2
131,12/06/17 01:27:45 AM,40.905,2.5686,28.166,57.100,1.2
132,12/06/17 02:27:45 AM,40.719,2.5686,28.891,54.100,1.2
133,12/06/17 03:27:45 AM,40.532,2.5686,29.304,56.600,1.2
134,12/06/17 04:27:45 AM,40.438,2.5686,30.225,64.100,1.2
135,12/06/17 05:27:45 AM,40.345,2.5686,30.785,63.700,1.2
136,12/06/17 06:27:45 AM,40.298,2.5686,29.611,65.100,1.2
137,12/06/17 07:27:45 AM,40.204,2.5686,28.166,70.500,1.2
138,12/06/17 08:27:45 AM,40.111,2.5686,28.321,72.300,33.7
139,12/06/17 09:27:45 AM,39.970,2.5686,28.321,60.300,91.2
140,12/06/17 10:27:45 AM,39.877,2.5686,30.632,49.800,168.7
141,12/06/17 11:27:45 AM,39.830,2.5686,32.342,46.900,193.7
142,12/06/17 12:27:45 PM,39.830,2.5686,32.443,46.300,263.7
143,12/06/17 01:27:45 PM,39.877,2.5686,33.089,47.600,168.7
144,12/06/17 02:27:45 PM,39.924,2.5686,33.831,46.700,111.2
145,12/06/17 03:27:45 PM,39.970,2.5686,32.742,46.400,46.2
146,12/06/17 04:27:45 PM,39.924,2.5686,31.993,47.600,18.7
147,12/06/17 05:27:45 PM,39.830,2.5686,30.936,48.600,1.2
148,12/06/17 06:27:45 PM,39.736,2.5686,30.175,49.300,1.2
149,12/06/17 07:27:45 PM,39.596,2.5686,29.149,51.100,1.2
150,12/06/17 08:27:45 PM,39.454,2.5686,28.270,56.400,1.2
151,12/06/17 09:27:45 PM,39.313,2.5686,26.643,60.300,1.2
152,12/06/17 10:27:45 PM,39.173,2.5693,25.417,64.700,1.2
153,12/06/17 11:27:45 PM,39.031,2.5693,24.717,68.500,1.2
154,12/07/17 12:27:45 AM,38.889,2.5686,24.555,71.300,1.2
155,12/07/17 01:27:45 AM,38.795,2.5686,24.066,71.300,1.2
156,12/07/17 02:27:45 AM,38.653,2.5686,23.355,72.200,1.2
157,12/07/17 03:27:45 AM,38.557,2.5686,22.748,74.200,1.2
158,12/07/17 04:27:45 AM,38.464,2.5693,20.728,80.600,1.2
159,12/07/17 05:27:45 AM,38.415,2.5693,19.585,85.600,1.2
160,12/07/17 06:27:45 AM,38.322,2.5213,18.072,82.900,1.2
161,12/07/17 07:27:45 AM,38.226,2.5693,17.125,83.500,1.2
162,12/07/17 08:27:45 AM,38.179,2.5693,18.658,83.800,31.2
163,12/07/17 09:27:45 AM,38.084,2.5693,19.931,81.100,68.7
164,12/07/17 10:27:45 AM,38.037,2.5693,20.842,77.800,91.2
165,12/07/17 11:27:45 AM,37.989,2.5686,23.409,75.900,166.2
166,12/07/17 12:27:45 PM,37.942,2.5686,24.393,71.100,228.7
167,12/07/17 01:27:45 PM,37.893,2.5686,26.112,66.700,183.7
168,12/07/17 02:27:45 PM,37.893,2.5686,26.908,60.300,118.7
169,12/07/17 03:27:45 PM,37.893,2.5693,26.379,56.000,48.7
170,12/07/17 04:27:45 PM,37.893,2.5686,24.825,54.400,18.7
171,12/07/17 05:27:45 PM,37.846,2.5693,23.518,56.800,1.2
172,12/07/17 06:27:45 PM,37.751,2.5693,22.359,59.500,1.2
173,12/07/17 07:27:45 PM,37.702,2.5693,21.407,59.900,1.2
174,12/07/17 08:27:45 PM,37.609,2.5693,20.444,63.100,1.2
175,12/07/17 09:27:45 PM,37.513,2.5693,20.044,62.900,1.2
176,12/07/17 10:27:45 PM,37.416,2.5693,18.948,62.800,1.2
177,12/07/17 11:27:45 PM,37.369,2.5693,18.072,63.700,1.2
178,12/08/17 12:27:45 AM,37.274,2.5693,17.065,65.600,1.2
179,12/08/17 01:27:45 AM,37.225,2.5693,16.767,67.600,1.2
180,12/08/17 02:27:45 AM,37.130,2.5693,16.767,67.400,1.2
181,12/08/17 03:27:45 AM,37.081,2.5693,15.681,68.700,1.2
182,12/08/17 04:27:45 AM,37.035,2.5693,15.071,73.000,1.2
183,12/08/17 05:27:45 AM,36.939,2.5693,14.826,73.100,1.2
184,12/08/17 06:27:45 AM,36.891,2.5693,14.887,73.700,1.2
185,12/08/17 07:27:45 AM,36.842,2.5693,15.438,74.900,1.2
186,12/08/17 08:27:45 AM,36.795,2.5693,17.955,73.500,33.7
187,12/08/17 09:27:45 AM,36.747,2.5693,21.238,68.300,96.2
188,12/08/17 10:27:45 AM,36.698,2.5686,25.792,62.900,193.7
189,12/08/17 11:27:45 AM,36.651,2.5686,30.276,57.100,168.7
190,12/08/17 12:27:45 PM,36.651,2.5686,32.790,51.500,261.2
191,12/08/17 01:27:45 PM,36.651,2.5686,34.419,48.600,176.2
192,12/08/17 02:27:45 PM,36.651,2.5686,35.200,47.400,118.7
193,12/08/17 03:27:45 PM,36.651,2.5686,34.174,47.500,46.2
194,12/08/17 04:27:45 PM,36.651,2.5686,33.089,50.100,18.7
195,12/08/17 05:27:45 PM,36.651,2.5686,30.987,54.000,1.2
196,12/08/17 06:27:45 PM,36.651,2.5686,31.138,56.300,1.2
197,12/08/17 07:27:45 PM,36.651,2.5686,30.682,55.000,1.2
198,12/08/17 08:27:45 PM,36.651,2.5686,31.037,51.600,1.2
199,12/08/17 09:27:45 PM,36.651,2.5686,30.835,51.400,1.2
200,12/08/17 10:27:45 PM,36.651,2.5686,31.037,51.200,1.2
201,12/08/17 11:27:45 PM,36.651,2.5686,31.591,49.400,1.2
202,12/09/17 12:27:45 AM,36.651,2.5686,31.239,51.300,1.2
203,12/09/17 01:27:45 AM,36.651,2.5686,27.433,78.800,1.2
204,12/09/17 02:27:45 AM,36.651,2.5686,27.592,85.900,1.2
205,12/09/17 03:27:45 AM,36.651,2.5686,28.062,84.700,1.2
206,12/09/17 04:27:45 AM,36.651,2.5686,27.748,88.000,1.2
207,12/09/17 05:27:45 AM,36.698,2.5686,29.046,89.200,1.2
208,12/09/17 06:27:45 AM,36.698,2.5686,29.201,88.600,1.2
