"Plot_Name","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"HH115",2018-10-01 00:00:00,0.147,93.3,1.2,58.239,58.282
"HH115",2018-10-01 01:00:00,0.1477,93.3,1.2,58.239,58.023
"HH115",2018-10-01 02:00:00,0.1477,94.6,1.2,58.195,57.031
"HH115",2018-10-01 03:00:00,0.147,95.9,1.2,58.152,56.901
"HH115",2018-10-01 04:00:00,0.147,95.8,1.2,58.109,56.642
"HH115",2018-10-01 05:00:00,0.147,95.4,1.2,58.023,56.512
"HH115",2018-10-01 06:00:00,0.147,94.8,1.2,57.979,56.556
"HH115",2018-10-01 07:00:00,0.147,94.9,1.2,57.936,56.599
"HH115",2018-10-01 08:00:00,0.147,95.1,1.2,57.893,56.642
"HH115",2018-10-01 09:00:00,0.147,95,1.2,57.85,57.117
"HH115",2018-10-01 10:00:00,0.147,94.8,6.2,57.893,58.109
"HH115",2018-10-01 11:00:00,0.147,94,13.7,57.936,59.014
"HH115",2018-10-01 12:00:00,0.147,91.7,31.2,58.109,61.761
"HH115",2018-10-01 13:00:00,0.147,88.7,41.2,58.411,63.862
"HH115",2018-10-01 14:00:00,0.147,87.6,31.2,58.842,65.788
"HH115",2018-10-01 15:00:00,0.147,87.1,26.2,59.272,67.285
"HH115",2018-10-01 16:00:00,0.147,86.5,18.7,59.745,68.828
"HH115",2018-10-01 17:00:00,0.147,88,13.7,60.132,69.471
"HH115",2018-10-01 18:00:00,0.147,89.8,3.7,60.517,67.757
"HH115",2018-10-01 19:00:00,0.147,90.8,1.2,60.775,67.071
"HH115",2018-10-01 20:00:00,0.147,91.9,1.2,60.904,64.76
"HH115",2018-10-01 21:00:00,0.147,92,1.2,60.948,63.518
"HH115",2018-10-01 22:00:00,0.147,93.5,1.2,60.904,62.962
"HH115",2018-10-01 23:00:00,0.147,94.7,1.2,60.861,67.199
"HH115",2018-10-02 00:00:00,0.3569,93.6,1.2,60.948,64.375
"HH115",2018-10-02 01:00:00,0.3678,97.4,1.2,61.633,64.375
"HH115",2018-10-02 02:00:00,0.362,98.5,1.2,61.934,64.76
"HH115",2018-10-02 03:00:00,0.3547,99,1.2,61.977,65.53
"HH115",2018-10-02 04:00:00,0.3373,99.3,1.2,61.977,65.273
"HH115",2018-10-02 05:00:00,0.33,99.5,1.2,62.019,64.375
"HH115",2018-10-02 06:00:00,0.3213,99.7,1.2,62.019,59.529
"HH115",2018-10-02 07:00:00,0.3177,99.9,1.2,61.891,58.109
"HH115",2018-10-02 08:00:00,0.3133,100,1.2,61.677,56.944
"HH115",2018-10-02 09:00:00,0.3104,100,1.2,61.419,56.34
"HH115",2018-10-02 10:00:00,0.3075,100,8.7,61.119,56.165
"HH115",2018-10-02 11:00:00,0.3046,100,11.2,60.904,56.944
"HH115",2018-10-02 12:00:00,0.3017,100,16.2,60.775,57.85
"HH115",2018-10-02 13:00:00,0.2988,100,16.2,60.647,58.755
"HH115",2018-10-02 14:00:00,0.2966,98.9,18.7,60.604,59.272
"HH115",2018-10-02 15:00:00,0.2937,95.9,18.7,60.604,59.83
"HH115",2018-10-02 16:00:00,0.2915,93.9,16.2,60.647,60.089
"HH115",2018-10-02 17:00:00,0.2908,92.4,13.7,60.647,60.647
"HH115",2018-10-02 18:00:00,0.2879,92.4,8.7,60.69,60.647
"HH115",2018-10-02 19:00:00,0.2865,93.7,1.2,60.69,59.014
"HH115",2018-10-02 20:00:00,0.285,95.7,1.2,60.647,58.842
"HH115",2018-10-02 21:00:00,0.2828,97,1.2,60.561,58.798
"HH115",2018-10-02 22:00:00,0.2814,97.7,1.2,60.474,58.885
"HH115",2018-10-02 23:00:00,0.2806,98,1.2,60.39,58.755
"HH115",2018-10-03 00:00:00,0.2792,98.2,1.2,60.303,58.885
"HH115",2018-10-03 01:00:00,0.2777,98,1.2,60.217,58.798
"HH115",2018-10-03 02:00:00,0.277,97.8,1.2,60.174,58.669
"HH115",2018-10-03 03:00:00,0.2756,97.8,1.2,60.089,58.712
"HH115",2018-10-03 04:00:00,0.2748,97.4,1.2,60.046,58.195
"HH115",2018-10-03 05:00:00,0.2734,97.3,1.2,59.959,58.066
"HH115",2018-10-03 06:00:00,0.2734,97.6,1.2,59.873,58.582
"HH115",2018-10-03 07:00:00,0.2727,98.2,1.2,59.788,60.39
"HH115",2018-10-03 08:00:00,0.2712,98.7,1.2,59.788,62.834
"HH115",2018-10-03 09:00:00,0.2712,98.7,3.7,59.916,65.188
"HH115",2018-10-03 10:00:00,0.2705,97.7,18.7,60.174,68.527
"HH115",2018-10-03 11:00:00,0.2698,94.8,13.7,60.561,71.92
"HH115",2018-10-03 12:00:00,0.2683,89.5,96.2,61.119,76.55
"HH115",2018-10-03 13:00:00,0.2676,85.4,91.2,61.848,77.684
"HH115",2018-10-03 14:00:00,0.2661,78,31.2,62.62,80.184
"HH115",2018-10-03 15:00:00,0.2647,73,26.2,63.39,81.154
"HH115",2018-10-03 16:00:00,0.2632,70.2,76.2,64.033,81.111
"HH115",2018-10-03 17:00:00,0.261,67.1,11.2,64.589,81.864
"HH115",2018-10-03 18:00:00,0.2596,64.2,6.2,65.017,82.042
"HH115",2018-10-03 19:00:00,0.2581,63.8,1.2,65.273,82.042
"HH115",2018-10-03 20:00:00,0.2574,64,1.2,65.487,81.111
"HH115",2018-10-03 21:00:00,0.256,64.7,1.2,65.615,80.184
"HH115",2018-10-03 22:00:00,0.2552,67.4,1.2,65.745,79.567
"HH115",2018-10-03 23:00:00,0.2538,69.4,1.2,65.872,78.865
"HH115",2018-10-04 00:00:00,0.2538,71.5,1.2,65.959,78.251
"HH115",2018-10-04 01:00:00,0.253,73,1.2,66.043,77.727
"HH115",2018-10-04 02:00:00,0.2523,77.2,1.2,66.13,75.376
"HH115",2018-10-04 03:00:00,0.2516,90.7,1.2,66.173,71.017
"HH115",2018-10-04 04:00:00,0.2516,95.7,1.2,66.173,70.329
"HH115",2018-10-04 05:00:00,0.2509,96.4,1.2,66.13,67.158
"HH115",2018-10-04 06:00:00,0.2501,91,1.2,65.959,62.834
"HH115",2018-10-04 07:00:00,0.2501,86.1,1.2,65.574,60.303
"HH115",2018-10-04 08:00:00,0.2487,86.5,1.2,64.974,58.066
"HH115",2018-10-04 09:00:00,0.248,84.8,6.2,64.332,55.733
"HH115",2018-10-04 10:00:00,0.2472,83.1,16.2,63.689,55.213
"HH115",2018-10-04 11:00:00,0.2465,79,18.7,63.133,54.734
"HH115",2018-10-04 12:00:00,0.2458,78.3,26.2,62.577,54.734
"HH115",2018-10-04 13:00:00,0.2443,76.1,76.2,62.105,55.429
"HH115",2018-10-04 14:00:00,0.2436,73.8,28.7,61.761,54.952
"HH115",2018-10-04 15:00:00,0.2429,73.8,21.2,61.462,54.604
"HH115",2018-10-04 16:00:00,0.2422,73,38.7,61.119,54.255
"HH115",2018-10-04 17:00:00,0.2407,75,11.2,60.775,53.69
"HH115",2018-10-04 18:00:00,0.2407,76.1,3.7,60.433,52.817
"HH115",2018-10-04 19:00:00,0.2385,77.3,1.2,60.046,51.282
"HH115",2018-10-04 20:00:00,0.2385,79.9,1.2,59.616,50.356
"HH115",2018-10-04 21:00:00,0.2378,81.6,1.2,59.229,50.621
"HH115",2018-10-04 22:00:00,0.2378,83.7,1.2,58.842,50.18
"HH115",2018-10-04 23:00:00,0.2378,85.6,1.2,58.541,50.135
"HH115",2018-10-05 00:00:00,0.2371,87.2,1.2,58.282,52.291
"HH115",2018-10-05 01:00:00,0.2363,87.3,1.2,58.109,53.951
"HH115",2018-10-05 02:00:00,0.2363,83.5,1.2,58.023,55.386
"HH115",2018-10-05 03:00:00,0.2356,81,1.2,58.023,55.125
"HH115",2018-10-05 04:00:00,0.2356,82.6,1.2,58.066,54.865
"HH115",2018-10-05 05:00:00,0.2349,84.3,1.2,58.066,55.386
"HH115",2018-10-05 06:00:00,0.2349,83.6,1.2,58.066,55.299
"HH115",2018-10-05 07:00:00,0.2385,90.7,1.2,58.023,52.729
"HH115",2018-10-05 08:00:00,0.2821,96,1.2,57.893,53.209
"HH115",2018-10-05 09:00:00,0.3286,97.2,1.2,57.722,53.951
"HH115",2018-10-05 10:00:00,0.3228,97.9,1.2,57.592,54.82
"HH115",2018-10-05 11:00:00,0.3126,98.3,3.7,57.592,55.906
"HH115",2018-10-05 12:00:00,0.3061,98.6,8.7,57.679,57.765
"HH115",2018-10-05 13:00:00,0.2995,98.9,11.2,57.85,58.971
"HH115",2018-10-05 14:00:00,0.2959,99.1,8.7,58.109,59.445
"HH115",2018-10-05 15:00:00,0.2923,99.3,11.2,58.368,60.991
"HH115",2018-10-05 16:00:00,0.2901,99.4,6.2,58.669,61.462
"HH115",2018-10-05 17:00:00,0.2879,99.5,3.7,58.928,61.677
"HH115",2018-10-05 18:00:00,0.2857,99.6,3.7,59.185,61.934
"HH115",2018-10-05 19:00:00,0.285,99.8,1.2,59.358,61.891
"HH115",2018-10-05 20:00:00,0.2836,99.9,1.2,59.529,61.677
"HH115",2018-10-05 21:00:00,0.2828,100,1.2,59.659,61.804
"HH115",2018-10-05 22:00:00,0.2836,100,1.2,59.788,61.891
"HH115",2018-10-05 23:00:00,0.3555,100,1.2,59.916,62.791
"HH115",2018-10-06 00:00:00,0.3475,100,1.2,60.089,63.689
"HH115",2018-10-06 01:00:00,0.3482,100,1.2,60.26,63.347
"HH115",2018-10-06 02:00:00,0.3438,100,1.2,60.433,62.875
