"Plot_Name","Date_Time","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"HH115",2019-06-01 00:00:00,0.3685,85.2,1.2,16.5111111111111,20.0072222222222
"HH115",2019-06-01 01:00:00,0.3664,87.3,1.2,16.4388888888889,19.4838888888889
"HH115",2019-06-01 02:00:00,0.3664,89,1.2,16.3922222222222,19.0322222222222
"HH115",2019-06-01 03:00:00,0.3678,90.5,1.2,16.3438888888889,18.675
"HH115",2019-06-01 04:00:00,0.3664,91.4,1.2,16.2722222222222,18.1761111111111
"HH115",2019-06-01 05:00:00,0.3664,92.6,1.2,16.225,17.9861111111111
"HH115",2019-06-01 06:00:00,0.3664,93.2,1.2,16.1772222222222,18.01
"HH115",2019-06-01 07:00:00,0.3649,93.4,3.7,16.1061111111111,18.295
"HH115",2019-06-01 08:00:00,0.3635,93.4,11.2,16.0822222222222,19.1511111111111
"HH115",2019-06-01 09:00:00,0.3635,91.6,21.2,16.0577777777778,20.46
"HH115",2019-06-01 10:00:00,0.3635,86,111.2,16.0822222222222,22.7288888888889
"HH115",2019-06-01 11:00:00,0.3627,79.6,88.7,16.2011111111111,24.05
"HH115",2019-06-01 12:00:00,0.362,75.7,168.7,16.3677777777778,25.9138888888889
"HH115",2019-06-01 13:00:00,0.3613,72,61.2,16.5822222222222,23.5211111111111
"HH115",2019-06-01 14:00:00,0.3642,74,46.2,16.7727777777778,21.39
"HH115",2019-06-01 15:00:00,0.3605,77.8,31.2,16.8677777777778,20.4122222222222
"HH115",2019-06-01 16:00:00,0.3605,88.4,31.2,16.8677777777778,22.6572222222222
"HH115",2019-06-01 17:00:00,0.3598,78.7,21.2,16.8922222222222,24.5322222222222
"HH115",2019-06-01 18:00:00,0.3598,72.5,16.2,16.915,18.0572222222222
"HH115",2019-06-01 19:00:00,0.3591,80.1,6.2,16.915,17.6288888888889
"HH115",2019-06-01 20:00:00,0.3591,82.4,1.2,16.82,16.5111111111111
"HH115",2019-06-01 21:00:00,0.3591,87.9,1.2,16.725,15.8911111111111
"HH115",2019-06-01 22:00:00,0.3584,90.7,1.2,16.5822222222222,13.5938888888889
"HH115",2019-06-01 23:00:00,0.3584,89.3,1.2,16.415,12.7272222222222
"HH115",2019-06-02 00:00:00,0.3584,81.9,1.2,16.2488888888889,12.4372222222222
"HH115",2019-06-02 01:00:00,0.3584,85.3,1.2,16.0577777777778,12.0011111111111
"HH115",2019-06-02 02:00:00,0.3576,86.5,1.2,15.8911111111111,12.1222222222222
"HH115",2019-06-02 03:00:00,0.3584,85.4,1.2,15.7238888888889,12.5338888888889
"HH115",2019-06-02 04:00:00,0.3576,84.8,1.2,15.605,11.0288888888889
"HH115",2019-06-02 05:00:00,0.3584,90.8,1.2,15.4611111111111,10.98
"HH115",2019-06-02 06:00:00,0.3584,93.9,1.2,15.3177777777778,10.8827777777778
"HH115",2019-06-02 07:00:00,0.3576,94.7,6.2,15.1988888888889,12.7511111111111
"HH115",2019-06-02 08:00:00,0.3584,87,13.7,15.1027777777778,14.625
"HH115",2019-06-02 09:00:00,0.3584,79.7,66.2,15.055,16.915
"HH115",2019-06-02 10:00:00,0.3576,73.3,301.2,15.0788888888889,18.4377777777778
"HH115",2019-06-02 11:00:00,0.3576,65.4,113.7,15.2227777777778,19.4361111111111
"HH115",2019-06-02 12:00:00,0.3576,62.4,263.7,15.3661111111111,20.2927777777778
"HH115",2019-06-02 13:00:00,0.3569,51.5,43.7,15.5327777777778,20.2461111111111
"HH115",2019-06-02 14:00:00,0.3555,46.6,28.7,15.7238888888889,20.8411111111111
"HH115",2019-06-02 15:00:00,0.3555,42.5,33.7,15.8188888888889,20.3172222222222
"HH115",2019-06-02 16:00:00,0.354,44.5,31.2,15.8427777777778,20.8411111111111
"HH115",2019-06-02 17:00:00,0.354,50.1,13.7,15.8672222222222,18.7711111111111
"HH115",2019-06-02 18:00:00,0.354,53.8,8.7,15.8672222222222,18.01
"HH115",2019-06-02 19:00:00,0.3533,52.8,3.7,15.8188888888889,17.1061111111111
"HH115",2019-06-02 20:00:00,0.3533,55,1.2,15.7477777777778,15.6288888888889
"HH115",2019-06-02 21:00:00,0.3533,63.6,1.2,15.6522222222222,13.7622222222222
"HH115",2019-06-02 22:00:00,0.3533,70.5,1.2,15.5572222222222,12.4611111111111
"HH115",2019-06-02 23:00:00,0.3526,76.4,1.2,15.4138888888889,11.9772222222222
"HH115",2019-06-03 00:00:00,0.3526,74.1,1.2,15.27,12.1472222222222
"HH115",2019-06-03 01:00:00,0.3526,67.4,1.2,15.1272222222222,11.8072222222222
"HH115",2019-06-03 02:00:00,0.3526,68.7,1.2,15.0077777777778,10.5411111111111
"HH115",2019-06-03 03:00:00,0.3526,72.2,1.2,14.84,9.805
"HH115",2019-06-03 04:00:00,0.3526,75.9,1.2,14.6972222222222,9.63222222222222
"HH115",2019-06-03 05:00:00,0.3526,78.6,1.2,14.5527777777778,10.1977777777778
"HH115",2019-06-03 06:00:00,0.354,77.2,1.2,14.4327777777778,10.8338888888889
"HH115",2019-06-03 07:00:00,0.3504,74.7,8.7,14.3372222222222,11.6622222222222
"HH115",2019-06-03 08:00:00,0.3511,72.3,11.2,14.2661111111111,12.6061111111111
"HH115",2019-06-03 09:00:00,0.3504,68.1,38.7,14.2177777777778,14.3138888888889
"HH115",2019-06-03 10:00:00,0.3504,59.6,203.7,14.2177777777778,15.915
"HH115",2019-06-03 11:00:00,0.3496,54.4,108.7,14.3138888888889,16.7961111111111
"HH115",2019-06-03 12:00:00,0.3489,51,211.2,14.4327777777778,18.0811111111111
"HH115",2019-06-03 13:00:00,0.3482,50.8,48.7,14.5772222222222,18.9127777777778
