"Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName"
2018-02-01 00:00:00,0.0606,74,1.2,1.39777777777778,1.53388888888889,"B127"
2018-02-01 01:00:00,0.0613,76.3,1.2,1.39777777777778,0.632222222222221,"B127"
2018-02-01 02:00:00,0.062,78.6,1.2,1.37111111111111,-0.367222222222223,"B127"
2018-02-01 03:00:00,0.0613,80.4,1.2,1.37111111111111,-0.732222222222223,"B127"
2018-02-01 04:00:00,0.0628,80.9,1.2,1.37111111111111,-0.507222222222222,"B127"
2018-02-01 05:00:00,0.0628,81.9,1.2,1.37111111111111,-0.816111111111112,"B127"
2018-02-01 06:00:00,0.0628,83.3,1.2,1.37111111111111,-0.98611111111111,"B127"
2018-02-01 07:00:00,0.0635,84.2,1.2,1.37111111111111,-1.78388888888889,"B127"
2018-02-01 08:00:00,0.0635,83,1.2,1.37111111111111,-3.09388888888889,"B127"
2018-02-01 09:00:00,0.0628,77.9,26.2,1.37111111111111,-4.68111111111111,"B127"
2018-02-01 10:00:00,0.0598,66,163.7,1.37111111111111,-6.26222222222222,"B127"
2018-02-01 11:00:00,0.0577,61.1,316.2,1.34388888888889,-6.64222222222222,"B127"
2018-02-01 12:00:00,0.0548,56.3,433.7,1.34388888888889,-7.73777777777778,"B127"
2018-02-01 13:00:00,0.0526,48.5,353.7,1.34388888888889,-7.73777777777778,"B127"
2018-02-01 14:00:00,0.0504,44.5,343.7,1.34388888888889,-6.67388888888889,"B127"
2018-02-01 15:00:00,0.0475,44.5,358.7,1.34388888888889,-7.90111111111111,"B127"
2018-02-01 16:00:00,0.0439,46.5,231.2,1.34388888888889,-8.79722222222222,"B127"
2018-02-01 17:00:00,0.0388,48.2,76.2,1.31722222222222,-9.78111111111111,"B127"
2018-02-01 18:00:00,0.0359,51.2,18.7,1.28888888888889,-10.8622222222222,"B127"
2018-02-01 19:00:00,0.0322,52.7,1.2,1.26222222222222,-11.2888888888889,"B127"
2018-02-01 20:00:00,0.0279,53.8,1.2,1.26222222222222,-11.7577777777778,"B127"
2018-02-01 21:00:00,0.0235,53.8,1.2,1.235,-11.9388888888889,"B127"
2018-02-01 22:00:00,0.0192,53.9,1.2,1.20777777777778,-12.3788888888889,"B127"
2018-02-01 23:00:00,0.0134,54.4,1.2,1.18,-12.7877777777778,"B127"
2018-02-02 00:00:00,0.0076,58.4,1.2,1.18,-13.4277777777778,"B127"
2018-02-02 01:00:00,-0.0011,58.8,1.2,1.15277777777778,-14.3138888888889,"B127"
2018-02-02 02:00:00,-0.0069,59.4,1.2,1.12611111111111,-15.0638888888889,"B127"
2018-02-02 03:00:00,-0.012,61.6,1.2,1.09888888888889,-15.5061111111111,"B127"
2018-02-02 04:00:00,-0.0164,63.4,1.2,1.07111111111111,-15.9127777777778,"B127"
2018-02-02 05:00:00,-0.0193,65.9,1.2,1.04388888888889,-16.2838888888889,"B127"
2018-02-02 06:00:00,-0.0222,67.7,1.2,0.98888888888889,-16.45,"B127"
2018-02-02 07:00:00,-0.0251,70.4,1.2,0.962222222222222,-16.7011111111111,"B127"
2018-02-02 08:00:00,-0.0273,72.4,1.2,0.933888888888887,-16.7011111111111,"B127"
