"","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName","Date_Time"
"15421",2019-04-01 00:00:00,0.224,67.7,1.2,3.775,-1.67,"B127",2019-03-31 23:39:58
"15422",2019-04-01 01:00:00,0.2233,68.3,1.2,3.64277777777778,-1.95777777777778,"B127",2019-04-01 00:39:58
"15423",2019-04-01 02:00:00,0.2233,70,1.2,3.51222222222222,-2.33388888888889,"B127",2019-04-01 01:39:58
"15424",2019-04-01 03:00:00,0.2233,71.3,1.2,3.40611111111111,-2.07277777777778,"B127",2019-04-01 02:39:58
"15425",2019-04-01 04:00:00,0.2233,72.1,1.2,3.30111111111111,-2.33388888888889,"B127",2019-04-01 03:39:58
"15426",2019-04-01 05:00:00,0.2233,74.9,1.2,3.195,-2.65388888888889,"B127",2019-04-01 04:39:58
"15427",2019-04-01 06:00:00,0.2225,77.5,1.2,3.08888888888889,-2.77111111111111,"B127",2019-04-01 05:39:58
"15428",2019-04-01 07:00:00,0.2225,78.6,1.2,3.00888888888889,-2.305,"B127",2019-04-01 06:39:58
"15429",2019-04-01 08:00:00,0.2225,77.4,43.7,2.93,-1.12777777777778,"B127",2019-04-01 07:39:58
"15430",2019-04-01 09:00:00,0.2225,72,151.2,2.85,0.907222222222224,"B127",2019-04-01 08:39:58
"15431",2019-04-01 10:00:00,0.2233,66.1,266.2,2.82277777777778,2.63722222222222,"B127",2019-04-01 09:39:58
"15432",2019-04-01 11:00:00,0.2233,55.3,518.7,2.90277777777778,4.61,"B127",2019-04-01 10:39:58
"15433",2019-04-01 12:00:00,0.2233,49.9,446.2,3.06277777777778,6.10222222222222,"B127",2019-04-01 11:39:58
"15434",2019-04-01 13:00:00,0.2233,47.5,748.7,3.24777777777778,7.09111111111111,"B127",2019-04-01 12:39:58
"15435",2019-04-01 14:00:00,0.2233,47.3,1156.2,3.53777777777778,8.49388888888889,"B127",2019-04-01 13:39:58
"15436",2019-04-01 15:00:00,0.2233,48.6,843.7,3.90611111111111,8.79222222222222,"B127",2019-04-01 14:39:58
"15437",2019-04-01 16:00:00,0.2233,49.8,731.2,4.24611111111111,8.86611111111111,"B127",2019-04-01 15:39:58
"15438",2019-04-01 17:00:00,0.2225,51.7,556.2,4.50611111111111,8.71722222222222,"B127",2019-04-01 16:39:58
"15439",2019-04-01 18:00:00,0.2225,54.5,261.2,4.63611111111111,8.69277777777778,"B127",2019-04-01 17:39:58
"15440",2019-04-01 19:00:00,0.2225,57.1,76.2,4.68777777777778,7.795,"B127",2019-04-01 18:39:58
"15441",2019-04-01 20:00:00,0.2225,60.5,8.7,4.66222222222222,6.965,"B127",2019-04-01 19:39:58
"15442",2019-04-01 21:00:00,0.2218,65.5,1.2,4.61,6.20388888888889,"B127",2019-04-01 20:39:58
"15443",2019-04-01 22:00:00,0.2225,69.4,1.2,4.53222222222222,5.77,"B127",2019-04-01 21:39:58
"15444",2019-04-01 23:00:00,0.2218,71,1.2,4.45388888888889,5.33388888888889,"B127",2019-04-01 22:39:58
"15445",2019-04-02 00:00:00,0.2218,72.2,1.2,4.37611111111111,5.385,"B127",2019-04-01 23:39:58
"15446",2019-04-02 01:00:00,0.2218,71.3,1.2,4.29777777777778,5.205,"B127",2019-04-02 00:39:58
"15447",2019-04-02 02:00:00,0.2211,72.8,1.2,4.24611111111111,4.71388888888889,"B127",2019-04-02 01:39:58
"15448",2019-04-02 03:00:00,0.2211,74,1.2,4.19388888888889,4.29777777777778,"B127",2019-04-02 02:39:58
"15449",2019-04-02 04:00:00,0.2211,73.6,1.2,4.14111111111111,4.03722222222222,"B127",2019-04-02 03:39:58
"15450",2019-04-02 05:00:00,0.2211,75,1.2,4.06277777777778,3.59111111111111,"B127",2019-04-02 04:39:58
"15451",2019-04-02 06:00:00,0.2211,76.3,1.2,4.01111111111111,3.24777777777778,"B127",2019-04-02 05:39:58
"15452",2019-04-02 07:00:00,0.2211,77.4,1.2,3.93222222222222,3.14222222222222,"B127",2019-04-02 06:39:58
"15453",2019-04-02 08:00:00,0.2211,77.3,38.7,3.88,3.64277777777778,"B127",2019-04-02 07:39:58
"15454",2019-04-02 09:00:00,0.2211,73.8,171.2,3.82722222222222,5.48777777777778,"B127",2019-04-02 08:39:58
