"","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName","Date_Time"
"20106",2019-10-01 00:00:00,0.2901,75.1,1.2,20.198,24.774,"B127",2019-09-30 23:48:55
"20107",2019-10-01 01:00:00,0.2894,78,1.2,20.15,23.954,"B127",2019-10-01 00:48:55
"20108",2019-10-01 02:00:00,0.2894,82,1.2,20.103,23.064,"B127",2019-10-01 01:48:55
"20109",2019-10-01 03:00:00,0.2886,85.1,1.2,20.055,22.441,"B127",2019-10-01 02:48:55
"20110",2019-10-01 04:00:00,0.2886,86.8,1.2,19.984,22.178,"B127",2019-10-01 03:48:55
"20111",2019-10-01 05:00:00,0.2886,87.1,1.2,19.912,22.345,"B127",2019-10-01 04:48:55
"20112",2019-10-01 06:00:00,0.2879,87.2,1.2,19.865,21.987,"B127",2019-10-01 05:48:55
"20113",2019-10-01 07:00:00,0.2879,88.6,1.2,19.817,21.867,"B127",2019-10-01 06:48:55
"20114",2019-10-01 08:00:00,0.2879,89.1,1.2,19.77,22.321,"B127",2019-10-01 07:48:55
"20115",2019-10-01 09:00:00,0.2872,87.3,16.2,19.77,23.641,"B127",2019-10-01 08:48:55
"20116",2019-10-01 10:00:00,0.2872,84.9,26.2,19.817,24.484,"B127",2019-10-01 09:48:55
"20117",2019-10-01 11:00:00,0.2872,81.3,46.2,19.96,25.647,"B127",2019-10-01 10:48:55
"20118",2019-10-01 12:00:00,0.2865,79,48.7,20.174,27.554,"B127",2019-10-01 11:48:55
"20119",2019-10-01 13:00:00,0.2865,74.3,71.2,20.436,28.667,"B127",2019-10-01 12:48:55
"20120",2019-10-01 14:00:00,0.2857,72.2,123.7,20.722,29.315,"B127",2019-10-01 13:48:55
"20121",2019-10-01 15:00:00,0.2857,72.9,31.2,21.032,29.09,"B127",2019-10-01 14:48:55
"20122",2019-10-01 16:00:00,0.285,73.3,23.7,21.223,29.215,"B127",2019-10-01 15:48:55
"20123",2019-10-01 17:00:00,0.285,74.8,16.2,21.366,29.065,"B127",2019-10-01 16:48:55
"20124",2019-10-01 18:00:00,0.2843,75.7,6.2,21.485,28.692,"B127",2019-10-01 17:48:55
"20125",2019-10-01 19:00:00,0.2843,77.4,1.2,21.557,27.801,"B127",2019-10-01 18:48:55
"20126",2019-10-01 20:00:00,0.2843,78.9,1.2,21.581,27.063,"B127",2019-10-01 19:48:55
"20127",2019-10-01 21:00:00,0.2836,80.6,1.2,21.581,26.818,"B127",2019-10-01 20:48:55
"20128",2019-10-01 22:00:00,0.2836,80.4,1.2,21.557,26.5,"B127",2019-10-01 21:48:55
"20129",2019-10-01 23:00:00,0.2836,79,1.2,21.533,26.573,"B127",2019-10-01 22:48:55
"20130",2019-10-02 00:00:00,0.2836,77,1.2,21.509,26.329,"B127",2019-10-01 23:48:55
"20131",2019-10-02 01:00:00,0.2836,79.2,1.2,21.485,25.525,"B127",2019-10-02 00:48:55
"20132",2019-10-02 02:00:00,0.2828,85.4,1.2,21.437,22.705,"B127",2019-10-02 01:48:55
"20133",2019-10-02 03:00:00,0.2828,88.8,1.2,21.318,20.484,"B127",2019-10-02 02:48:55
"20134",2019-10-02 04:00:00,0.2821,90.8,1.2,21.127,20.341,"B127",2019-10-02 03:48:55
"20135",2019-10-02 05:00:00,0.2821,92.3,1.2,20.936,20.198,"B127",2019-10-02 04:48:55
"20136",2019-10-02 06:00:00,0.2828,95,1.2,20.77,19.746,"B127",2019-10-02 05:48:55
"20137",2019-10-02 07:00:00,0.2836,98,1.2,20.603,16.439,"B127",2019-10-02 06:48:55
"20138",2019-10-02 08:00:00,0.2843,99.1,1.2,20.317,15.39,"B127",2019-10-02 07:48:55
"20139",2019-10-02 09:00:00,0.2843,99.5,1.2,19.96,14.673,"B127",2019-10-02 08:48:55
"20140",2019-10-02 10:00:00,0.2843,99.6,3.7,19.603,14.816,"B127",2019-10-02 09:48:55
