"","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","PlotName","Date_Time"
"4979",2018-01-01 00:00:00,0.1441,74.3,1.2,0.852222222222222,-18.8755555555556,"B127",2017-12-31 23:31:22
"4980",2018-01-01 01:00:00,0.1426,71.3,1.2,0.852222222222222,-19.5138888888889,"B127",2018-01-01 00:31:22
"4981",2018-01-01 02:00:00,0.1419,69.3,1.2,0.825,-20.1666666666667,"B127",2018-01-01 01:31:22
"4982",2018-01-01 03:00:00,0.1412,68.8,1.2,0.825,-20.69,"B127",2018-01-01 02:31:22
"4983",2018-01-01 04:00:00,0.1397,69.1,1.2,0.797222222222223,-21.5166666666667,"B127",2018-01-01 03:31:22
"4984",2018-01-01 05:00:00,0.139,69.7,1.2,0.797222222222223,-21.7155555555556,"B127",2018-01-01 04:31:22
"4985",2018-01-01 06:00:00,0.1376,70.3,1.2,0.770000000000002,-23.0927777777778,"B127",2018-01-01 05:31:22
"4986",2018-01-01 07:00:00,0.1368,73.3,1.2,0.770000000000002,-23.835,"B127",2018-01-01 06:31:22
"4987",2018-01-01 08:00:00,0.1354,75.3,1.2,0.770000000000002,-23.9416666666667,"B127",2018-01-01 07:31:22
"4988",2018-01-01 09:00:00,0.1347,75.2,1.2,0.742222222222221,-24.5977777777778,"B127",2018-01-01 08:31:22
"4989",2018-01-01 10:00:00,0.1339,75.5,28.7,0.742222222222221,-23.9416666666667,"B127",2018-01-01 09:31:22
"4990",2018-01-01 11:00:00,0.1325,72.8,121.2,0.715,-22.6766666666667,"B127",2018-01-01 10:31:22
"4991",2018-01-01 12:00:00,0.1318,69.4,231.2,0.687222222222223,-20.8816666666667,"B127",2018-01-01 11:31:22
"4992",2018-01-01 13:00:00,0.131,66.1,418.7,0.687222222222223,-19.1938888888889,"B127",2018-01-01 12:31:22
"4993",2018-01-01 14:00:00,0.131,64.8,368.7,0.687222222222223,-18.1188888888889,"B127",2018-01-01 13:31:22
"4994",2018-01-01 15:00:00,0.131,64,273.7,0.687222222222223,-17.51,"B127",2018-01-01 14:31:22
"4995",2018-01-01 16:00:00,0.131,63.4,256.2,0.687222222222223,-17.8566666666667,"B127",2018-01-01 15:31:22
"4996",2018-01-01 17:00:00,0.1303,65.8,113.7,0.687222222222223,-17.9877777777778,"B127",2018-01-01 16:31:22
"4997",2018-01-01 18:00:00,0.1303,68.8,36.2,0.687222222222223,-19.1938888888889,"B127",2018-01-01 17:31:22
"4998",2018-01-01 19:00:00,0.1296,73.1,1.2,0.660000000000001,-20.6416666666667,"B127",2018-01-01 18:31:22
"4999",2018-01-01 20:00:00,0.1288,75.7,1.2,0.660000000000001,-21.2227777777778,"B127",2018-01-01 19:31:22
"5000",2018-01-01 21:00:00,0.1274,76.4,1.2,0.660000000000001,-21.5666666666667,"B127",2018-01-01 20:31:22
"5001",2018-01-01 22:00:00,0.1267,77.4,1.2,0.632222222222221,-22.0155555555556,"B127",2018-01-01 21:31:22
"5002",2018-01-01 23:00:00,0.1252,78,1.2,0.632222222222221,-22.4205555555556,"B127",2018-01-01 22:31:22
"5003",2018-01-02 00:00:00,0.1238,78.6,1.2,0.604999999999999,-22.6766666666667,"B127",2018-01-01 23:31:22
"5004",2018-01-02 01:00:00,0.123,78.7,1.2,0.604999999999999,-22.5227777777778,"B127",2018-01-02 00:31:22
"5005",2018-01-02 02:00:00,0.1216,79.4,1.2,0.604999999999999,-22.5227777777778,"B127",2018-01-02 01:31:22
"5006",2018-01-02 03:00:00,0.1201,79.7,1.2,0.577222222222223,-22.7288888888889,"B127",2018-01-02 02:31:22
"5007",2018-01-02 04:00:00,0.1187,79.9,1.2,0.577222222222223,-23.0927777777778,"B127",2018-01-02 03:31:22
"5008",2018-01-02 05:00:00,0.118,80.5,1.2,0.550000000000001,-23.04,"B127",2018-01-02 04:31:22
"5009",2018-01-02 06:00:00,0.1158,80.9,1.2,0.550000000000001,-23.4605555555556,"B127",2018-01-02 05:31:22
"5010",2018-01-02 07:00:00,0.1143,81.2,1.2,0.522222222222221,-23.4605555555556,"B127",2018-01-02 06:31:22
"5011",2018-01-02 08:00:00,0.1121,81.2,1.2,0.522222222222221,-23.835,"B127",2018-01-02 07:31:22
"5012",2018-01-02 09:00:00,0.1107,81.3,1.2,0.494999999999999,-23.7805555555556,"B127",2018-01-02 08:31:22
"5013",2018-01-02 10:00:00,0.1085,81.4,26.2,0.494999999999999,-23.6738888888889,"B127",2018-01-02 09:31:22
"5014",2018-01-02 11:00:00,0.1063,78.9,118.7,0.467222222222223,-22.4205555555556,"B127",2018-01-02 10:31:22
"5015",2018-01-02 12:00:00,0.1042,73.9,221.2,0.467222222222223,-19.3766666666667,"B127",2018-01-02 11:31:22
