"Plot Title: Rollinson_C6 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","PAR, uE()","Temp, °F()","RH, %()"
1,12/20/17 11:52:16 AM,37.609,0.2022,368.7,32.142,57.000
2,12/20/17 12:52:16 PM,37.656,0.2022,201.2,33.780,54.100
3,12/20/17 01:52:16 PM,37.702,0.2022,233.7,34.320,54.000
4,12/20/17 02:52:16 PM,37.751,0.2022,193.7,36.313,54.100
5,12/20/17 03:52:16 PM,37.846,0.2022,133.7,34.320,59.500
6,12/20/17 04:52:16 PM,37.942,0.2022,53.7,31.894,67.300
7,12/20/17 05:52:16 PM,37.989,0.2022,11.2,29.406,72.600
8,12/20/17 06:52:16 PM,37.942,0.2015,1.2,28.737,76.800
9,12/20/17 07:52:16 PM,37.798,0.2022,1.2,28.944,80.300
10,12/20/17 08:52:16 PM,37.656,0.2022,1.2,29.098,82.300
11,12/20/17 09:52:16 PM,37.513,0.2022,1.2,29.561,83.600
12,12/20/17 10:52:16 PM,37.416,0.2015,1.2,28.218,85.400
13,12/20/17 11:52:16 PM,37.321,0.2022,1.2,28.425,87.200
14,12/21/17 12:52:16 AM,37.274,0.2015,1.2,28.477,87.800
15,12/21/17 01:52:16 AM,37.179,0.2015,1.2,29.046,88.300
16,12/21/17 02:52:16 AM,37.179,0.2022,1.2,30.123,88.300
17,12/21/17 03:52:16 AM,37.130,0.2015,1.2,31.087,86.300
18,12/21/17 04:52:16 AM,37.130,0.2022,1.2,31.843,85.000
19,12/21/17 05:52:16 AM,37.081,0.2022,1.2,32.193,82.000
20,12/21/17 06:52:16 AM,37.081,0.2015,1.2,32.043,80.500
21,12/21/17 07:52:16 AM,37.081,0.2015,1.2,32.491,77.900
22,12/21/17 08:52:16 AM,37.081,0.2022,1.2,32.243,73.100
23,12/21/17 09:52:16 AM,37.035,0.2022,23.7,32.940,71.500
24,12/21/17 10:52:16 AM,37.035,0.2015,76.2,34.810,69.500
25,12/21/17 11:52:16 AM,37.081,0.2015,123.7,36.747,64.700
26,12/21/17 12:52:16 PM,37.225,0.2022,133.7,38.179,61.200
27,12/21/17 01:52:16 PM,37.369,0.2015,86.2,38.700,59.800
28,12/21/17 02:52:16 PM,37.560,0.2015,46.2,38.415,60.200
29,12/21/17 03:52:16 PM,37.702,0.2022,31.2,38.795,60.500
30,12/21/17 04:52:16 PM,37.798,0.2022,21.2,37.989,62.900
31,12/21/17 05:52:16 PM,37.893,0.2022,1.2,37.656,64.600
32,12/21/17 06:52:16 PM,37.942,0.2015,1.2,37.702,66.900
33,12/21/17 07:52:16 PM,37.989,0.2015,1.2,38.084,67.900
34,12/21/17 08:52:16 PM,38.037,0.2015,1.2,37.893,68.600
35,12/21/17 09:52:16 PM,38.037,0.2022,1.2,38.084,70.500
36,12/21/17 10:52:16 PM,38.084,0.2022,1.2,38.037,72.100
37,12/21/17 11:52:16 PM,38.084,0.2015,1.2,37.989,72.400
38,12/22/17 12:52:16 AM,38.131,0.2022,1.2,37.179,75.300
39,12/22/17 01:52:16 AM,38.179,0.2015,1.2,36.072,80.700
40,12/22/17 02:52:16 AM,38.179,0.2015,1.2,36.072,83.800
41,12/22/17 03:52:16 AM,38.179,0.2015,1.2,36.025,83.500
42,12/22/17 04:52:16 AM,38.226,0.2015,1.2,35.782,83.600
43,12/22/17 05:52:16 AM,38.226,0.2015,1.2,35.928,84.400
44,12/22/17 06:52:16 AM,38.273,0.2015,1.2,35.879,84.900
45,12/22/17 07:52:16 AM,38.273,0.2015,1.2,35.976,84.700
46,12/22/17 08:52:16 AM,38.273,0.2022,1.2,35.733,84.300
47,12/22/17 09:52:16 AM,38.273,0.2015,36.2,34.957,86.700
48,12/22/17 10:52:16 AM,38.273,0.2015,123.7,38.037,86.200
49,12/22/17 11:52:16 AM,38.322,0.2015,86.2,37.893,82.000
50,12/22/17 12:52:16 PM,38.464,0.2022,66.2,37.989,81.700
51,12/22/17 01:52:16 PM,38.557,0.2015,51.2,37.560,82.500
52,12/22/17 02:52:16 PM,38.653,0.2015,51.2,37.846,81.700
53,12/22/17 03:52:16 PM,38.748,0.2015,33.7,37.179,83.300
54,12/22/17 04:52:16 PM,38.795,0.2022,11.2,36.603,85.100
55,12/22/17 05:52:16 PM,38.842,0.2022,1.2,36.120,86.300
56,12/22/17 06:52:16 PM,38.842,0.2022,1.2,35.733,87.600
57,12/22/17 07:52:16 PM,38.842,0.2015,1.2,35.395,88.300
58,12/22/17 08:52:16 PM,38.795,0.2015,1.2,35.103,89.000
59,12/22/17 09:52:16 PM,38.795,0.2015,1.2,34.713,87.800
60,12/22/17 10:52:16 PM,38.795,0.2015,1.2,33.237,85.800
61,12/22/17 11:52:16 PM,38.700,0.2015,1.2,32.742,86.300
62,12/23/17 12:52:16 AM,38.653,0.2015,1.2,32.491,83.300
63,12/23/17 01:52:16 AM,38.557,0.2015,1.2,32.542,80.500
64,12/23/17 02:52:16 AM,38.464,0.2015,1.2,31.642,80.400
65,12/23/17 03:52:16 AM,38.322,0.2015,1.2,30.785,80.700
66,12/23/17 04:52:16 AM,38.226,0.2015,1.2,30.429,80.600
67,12/23/17 05:52:16 AM,38.131,0.2008,1.2,30.276,81.400
68,12/23/17 06:52:16 AM,38.037,0.2015,1.2,28.632,82.500
69,12/23/17 07:52:16 AM,37.893,0.2015,1.2,27.486,78.100
70,12/23/17 08:52:16 AM,37.702,0.2008,3.7,25.471,72.100
71,12/23/17 09:52:16 AM,37.513,0.2000,38.7,25.740,73.600
72,12/23/17 10:52:16 AM,37.369,0.2008,106.2,27.801,72.900
73,12/23/17 11:52:16 AM,37.225,0.2008,201.2,29.817,66.900
74,12/23/17 12:52:16 PM,37.225,0.2008,188.7,30.632,63.200
75,12/23/17 01:52:16 PM,37.225,0.2008,248.7,31.239,62.800
76,12/23/17 02:52:16 PM,37.321,0.2008,173.7,28.839,66.200
77,12/23/17 03:52:16 PM,37.369,0.2008,101.2,28.684,68.500
78,12/23/17 04:52:16 PM,37.369,0.2008,51.2,26.218,69.600
79,12/23/17 05:52:16 PM,37.274,0.2000,8.7,23.518,73.400
80,12/23/17 06:52:16 PM,37.130,0.2000,1.2,22.080,76.400
81,12/23/17 07:52:16 PM,36.939,0.2000,1.2,21.013,77.800
82,12/23/17 08:52:16 PM,36.747,0.1993,1.2,20.444,78.400
83,12/23/17 09:52:16 PM,36.603,0.2000,1.2,20.044,79.700
84,12/23/17 10:52:16 PM,36.459,0.1993,1.2,20.160,79.500
85,12/23/17 11:52:16 PM,36.313,0.1986,1.2,19.180,80.500
86,12/24/17 12:52:16 AM,36.217,0.1978,1.2,18.658,80.000
87,12/24/17 01:52:16 AM,36.072,0.1971,1.2,18.658,82.300
