"Plot Title: Rollinson_D1 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","Temp, °F()","RH, %()","PAR, uE()"
1,10/02/17 10:32:10 AM,62.620,0.0250,71.490,55.400,51.2
2,10/02/17 11:32:10 AM,62.875,0.0257,75.508,51.700,76.2
3,10/02/17 12:32:10 PM,63.518,0.0257,78.208,46.600,111.2
4,10/02/17 01:32:10 PM,64.204,0.0257,80.935,44.700,116.2
5,10/02/17 02:32:10 PM,65.017,0.0257,81.730,42.500,108.7
6,10/02/17 03:32:10 PM,65.615,0.0257,80.139,43.500,41.2
7,10/02/17 04:32:10 PM,65.959,0.0257,80.890,42.400,36.2
8,10/02/17 05:32:10 PM,66.130,0.0250,79.700,42.100,23.7
9,10/02/17 06:32:10 PM,66.258,0.0250,78.165,43.400,6.2
10,10/02/17 07:32:10 PM,66.258,0.0250,76.332,44.700,1.2
11,10/02/17 08:32:10 PM,66.173,0.0243,74.467,47.100,1.2
12,10/02/17 09:32:10 PM,66.043,0.0243,72.869,47.100,1.2
13,10/02/17 10:32:10 PM,65.872,0.0235,72.307,45.100,1.2
14,10/02/17 11:32:10 PM,65.701,0.0235,71.490,44.900,1.2
15,10/03/17 12:32:10 AM,65.530,0.0235,70.286,49.700,1.2
16,10/03/17 01:32:10 AM,65.403,0.0235,68.527,59.100,1.2
17,10/03/17 02:32:10 AM,65.273,0.0235,66.943,66.200,1.2
18,10/03/17 03:32:10 AM,65.145,0.0235,67.199,71.400,1.2
19,10/03/17 04:32:10 AM,65.017,0.0235,68.142,73.500,1.2
20,10/03/17 05:32:10 AM,64.974,0.0235,67.199,75.400,1.2
21,10/03/17 06:32:10 AM,64.931,0.0228,67.671,76.900,1.2
22,10/03/17 07:32:10 AM,64.888,0.0228,67.543,78.000,1.2
23,10/03/17 08:32:10 AM,64.888,0.0228,67.928,78.300,16.2
24,10/03/17 09:32:10 AM,64.974,0.0235,67.372,82.200,23.7
25,10/03/17 10:32:10 AM,65.059,0.0235,69.213,85.100,53.7
26,10/03/17 11:32:10 AM,65.316,0.0243,71.060,84.200,66.2
27,10/03/17 12:32:10 PM,65.574,0.0235,69.042,86.400,46.2
