"Plot Title: Rollinson_D1 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","Temp, °F()","RH, %()","PAR, uE()"
1,12/20/17 11:31:22 AM,38.084,0.2146,31.591,55.700,253.7
2,12/20/17 12:31:22 PM,38.131,0.2138,34.907,53.900,426.2
3,12/20/17 01:31:22 PM,38.322,0.2138,35.298,52.400,291.2
4,12/20/17 02:31:22 PM,38.511,0.2138,36.410,52.600,308.7
5,12/20/17 03:31:22 PM,38.748,0.2138,35.346,54.500,243.7
6,12/20/17 04:31:22 PM,38.937,0.2131,33.435,63.600,101.2
7,12/20/17 05:31:22 PM,39.031,0.2131,30.175,70.900,31.2
8,12/20/17 06:31:22 PM,39.031,0.2131,28.994,75.100,1.2
9,12/20/17 07:31:22 PM,38.889,0.2131,28.477,79.600,1.2
10,12/20/17 08:31:22 PM,38.700,0.2124,28.994,82.400,1.2
11,12/20/17 09:31:22 PM,38.557,0.2124,28.994,84.300,1.2
12,12/20/17 10:31:22 PM,38.464,0.2124,27.748,86.200,1.2
13,12/20/17 11:31:22 PM,38.322,0.2124,28.684,87.700,1.2
14,12/21/17 12:31:22 AM,38.226,0.2124,29.458,87.800,1.2
15,12/21/17 01:31:22 AM,38.131,0.2124,29.869,88.000,1.2
16,12/21/17 02:31:22 AM,38.084,0.2124,30.225,87.900,1.2
17,12/21/17 03:31:22 AM,38.037,0.2124,30.886,87.800,1.2
18,12/21/17 04:31:22 AM,37.989,0.2124,31.591,86.800,1.2
19,12/21/17 05:31:22 AM,37.989,0.2124,31.491,83.800,1.2
20,12/21/17 06:31:22 AM,37.942,0.2124,31.793,82.000,1.2
21,12/21/17 07:31:22 AM,37.942,0.2124,32.342,79.400,1.2
22,12/21/17 08:31:22 AM,37.893,0.2116,32.592,74.400,1.2
23,12/21/17 09:31:22 AM,37.893,0.2124,32.742,71.900,18.7
24,12/21/17 10:31:22 AM,37.893,0.2124,34.124,70.100,73.7
25,12/21/17 11:31:22 AM,37.942,0.2124,36.505,66.200,141.2
26,12/21/17 12:31:22 PM,38.084,0.2124,39.031,61.800,191.2
27,12/21/17 01:31:22 PM,38.273,0.2124,39.267,59.700,128.7
28,12/21/17 02:31:22 PM,38.464,0.2124,38.557,59.500,68.7
29,12/21/17 03:31:22 PM,38.606,0.2124,38.606,60.100,43.7
30,12/21/17 04:31:22 PM,38.748,0.2124,38.226,60.900,36.2
31,12/21/17 05:31:22 PM,38.842,0.2124,37.702,64.100,8.7
32,12/21/17 06:31:22 PM,38.889,0.2124,37.513,66.500,1.2
33,12/21/17 07:31:22 PM,38.889,0.2124,37.798,68.500,1.2
34,12/21/17 08:31:22 PM,38.937,0.2124,37.893,69.500,1.2
35,12/21/17 09:31:22 PM,38.937,0.2124,37.989,70.600,1.2
36,12/21/17 10:31:22 PM,38.984,0.2124,37.846,72.300,1.2
37,12/21/17 11:31:22 PM,38.984,0.2124,37.751,73.700,1.2
38,12/22/17 12:31:22 AM,39.031,0.2124,37.321,74.500,1.2
39,12/22/17 01:31:22 AM,39.031,0.2124,36.505,79.400,1.2
40,12/22/17 02:31:22 AM,39.031,0.2124,35.928,84.100,1.2
41,12/22/17 03:31:22 AM,39.078,0.2124,35.928,84.500,1.2
42,12/22/17 04:31:22 AM,39.078,0.2124,35.830,84.300,1.2
43,12/22/17 05:31:22 AM,39.078,0.2124,35.733,85.100,1.2
44,12/22/17 06:31:22 AM,39.078,0.2124,35.782,85.600,1.2
45,12/22/17 07:31:22 AM,39.078,0.2124,35.782,85.800,1.2
46,12/22/17 08:31:22 AM,39.078,0.2124,35.830,85.400,1.2
47,12/22/17 09:31:22 AM,39.078,0.2124,34.223,86.400,21.2
48,12/22/17 10:31:22 AM,39.078,0.2124,36.891,88.100,121.2
49,12/22/17 11:31:22 AM,39.078,0.2124,37.942,83.400,138.7
50,12/22/17 12:31:22 PM,39.173,0.2124,37.798,81.800,98.7
51,12/22/17 01:31:22 PM,39.313,0.2124,37.751,83.000,76.2
52,12/22/17 02:31:22 PM,39.407,0.2124,37.609,82.700,61.2
53,12/22/17 03:31:22 PM,39.502,0.2124,37.130,83.100,61.2
54,12/22/17 04:31:22 PM,39.549,0.2124,36.747,85.200,21.2
55,12/22/17 05:31:22 PM,39.596,0.2124,36.313,86.600,6.2
56,12/22/17 06:31:22 PM,39.596,0.2124,35.733,88.100,1.2
57,12/22/17 07:31:22 PM,39.596,0.2124,35.541,88.700,1.2
58,12/22/17 08:31:22 PM,39.549,0.2124,35.152,89.800,1.2
59,12/22/17 09:31:22 PM,39.549,0.2124,34.907,89.300,1.2
60,12/22/17 10:31:22 PM,39.502,0.2116,33.928,86.600,1.2
61,12/22/17 11:31:22 PM,39.454,0.2116,32.790,86.600,1.2
62,12/23/17 12:31:22 AM,39.360,0.2116,32.742,85.500,1.2
63,12/23/17 01:31:22 AM,39.267,0.2116,32.392,81.900,1.2
64,12/23/17 02:31:22 AM,39.220,0.2116,32.043,81.300,1.2
65,12/23/17 03:31:22 AM,39.124,0.2116,30.987,81.400,1.2
66,12/23/17 04:31:22 AM,39.031,0.2116,30.531,81.300,1.2
67,12/23/17 05:31:22 AM,38.937,0.2116,30.022,81.800,1.2
68,12/23/17 06:31:22 AM,38.795,0.2109,29.046,82.900,1.2
69,12/23/17 07:31:22 AM,38.700,0.2109,27.853,81.800,1.2
70,12/23/17 08:31:22 AM,38.557,0.2102,25.525,74.900,1.2
71,12/23/17 09:31:22 AM,38.415,0.2102,24.447,73.000,21.2
72,12/23/17 10:31:22 AM,38.226,0.2102,27.171,73.900,113.7
73,12/23/17 11:31:22 AM,38.084,0.2102,30.225,69.100,216.2
74,12/23/17 12:31:22 PM,38.037,0.2109,31.642,62.700,411.2
75,12/23/17 01:31:22 PM,38.084,0.2109,31.591,61.300,318.7
76,12/23/17 02:31:22 PM,38.226,0.2102,30.225,63.600,298.7
77,12/23/17 03:31:22 PM,38.368,0.2102,28.891,67.000,198.7
78,12/23/17 04:31:22 PM,38.415,0.2102,27.905,67.500,103.7
79,12/23/17 05:31:22 PM,38.368,0.2095,24.501,71.000,31.2
80,12/23/17 06:31:22 PM,38.273,0.2087,22.802,74.500,1.2
81,12/23/17 07:31:22 PM,38.084,0.2080,21.801,76.000,1.2
82,12/23/17 08:31:22 PM,37.893,0.2073,21.069,78.000,1.2
83,12/23/17 09:31:22 PM,37.702,0.2066,19.643,78.700,1.2
84,12/23/17 10:31:22 PM,37.560,0.2058,19.873,79.400,1.2
85,12/23/17 11:31:22 PM,37.416,0.2058,20.044,79.000,1.2
86,12/24/17 12:31:22 AM,37.274,0.2051,18.365,78.300,1.2
87,12/24/17 01:31:22 AM,37.130,0.2044,18.482,79.200,1.2
88,12/24/17 02:31:22 AM,37.035,0.2037,18.599,80.700,1.2
89,12/24/17 03:31:22 AM,36.891,0.2029,18.716,80.600,1.2
90,12/24/17 04:31:22 AM,36.795,0.2022,19.296,77.100,1.2
91,12/24/17 05:31:22 AM,36.698,0.2015,19.873,70.500,1.2
92,12/24/17 06:31:22 AM,36.651,0.2015,19.931,68.900,1.2
93,12/24/17 07:31:22 AM,36.554,0.2008,19.987,68.800,1.2
94,12/24/17 08:31:22 AM,36.459,0.2008,20.160,69.100,1.2
95,12/24/17 09:31:22 AM,36.410,0.2000,18.716,76.100,8.7
96,12/24/17 10:31:22 AM,36.361,0.2000,18.833,86.900,28.7
97,12/24/17 11:31:22 AM,36.266,0.2000,19.873,90.000,33.7
98,12/24/17 12:31:22 PM,36.217,0.2000,21.182,91.700,38.7
99,12/24/17 01:31:22 PM,36.217,0.2008,21.013,92.700,61.2
100,12/24/17 02:31:22 PM,36.169,0.2008,19.987,93.400,58.7
101,12/24/17 03:31:22 PM,36.169,0.2015,20.786,93.900,66.2
102,12/24/17 04:31:22 PM,36.169,0.2015,19.758,94.200,41.2
103,12/24/17 05:31:22 PM,36.169,0.2022,18.541,94.200,13.7
104,12/24/17 06:31:22 PM,36.120,0.2022,18.072,94.200,1.2
105,12/24/17 07:31:22 PM,36.120,0.2022,17.836,94.300,1.2
106,12/24/17 08:31:22 PM,36.120,0.2022,18.012,94.300,1.2
107,12/24/17 09:31:22 PM,36.120,0.2029,17.362,94.300,1.2
108,12/24/17 10:31:22 PM,36.120,0.2022,15.499,94.200,1.2
109,12/24/17 11:31:22 PM,36.120,0.2029,18.891,94.100,1.2
110,12/25/17 12:31:22 AM,36.120,0.2022,19.180,94.400,1.2
111,12/25/17 01:31:22 AM,36.120,0.2029,17.955,93.900,1.2
112,12/25/17 02:31:22 AM,36.120,0.2022,15.193,93.000,1.2
113,12/25/17 03:31:22 AM,36.072,0.2022,13.334,92.300,1.2
114,12/25/17 04:31:22 AM,36.072,0.2022,13.460,92.000,1.2
115,12/25/17 05:31:22 AM,36.025,0.2015,13.271,90.900,1.2
116,12/25/17 06:31:22 AM,36.025,0.2022,13.145,91.400,1.2
117,12/25/17 07:31:22 AM,36.025,0.2015,12.702,92.300,1.2
118,12/25/17 08:31:22 AM,35.976,0.2015,11.937,92.100,1.2
119,12/25/17 09:31:22 AM,35.976,0.2015,11.615,91.400,23.7
120,12/25/17 10:31:22 AM,35.928,0.2008,12.574,89.600,83.7
121,12/25/17 11:31:22 AM,35.928,0.2008,13.834,81.900,163.7
122,12/25/17 12:31:22 PM,35.879,0.2015,14.455,72.300,346.2
123,12/25/17 01:31:22 PM,35.879,0.2015,15.438,69.800,363.7
124,12/25/17 02:31:22 PM,35.879,0.2015,14.331,67.000,278.7
125,12/25/17 03:31:22 PM,35.879,0.2015,12.956,65.800,228.7
126,12/25/17 04:31:22 PM,35.879,0.2015,11.680,68.800,116.2
127,12/25/17 05:31:22 PM,35.879,0.2015,10.771,74.000,33.7
128,12/25/17 06:31:22 PM,35.830,0.2015,9.916,80.400,1.2
129,12/25/17 07:31:22 PM,35.830,0.2008,8.645,76.500,1.2
130,12/25/17 08:31:22 PM,35.782,0.2008,7.349,74.500,1.2
131,12/25/17 09:31:22 PM,35.782,0.2008,5.670,74.900,1.2
132,12/25/17 10:31:22 PM,35.733,0.2000,3.652,69.800,1.2
133,12/25/17 11:31:22 PM,35.685,0.2000,2.689,69.200,1.2
134,12/26/17 12:31:22 AM,35.638,0.1993,1.405,71.100,1.2
135,12/26/17 01:31:22 AM,35.589,0.1986,0.016,71.800,1.2
136,12/26/17 02:31:22 AM,35.541,0.1978,-0.853,73.800,1.2
137,12/26/17 03:31:22 AM,35.492,0.1971,-1.976,73.400,1.2
138,12/26/17 04:31:22 AM,35.443,0.1964,-2.713,73.300,1.2
139,12/26/17 05:31:22 AM,35.395,0.1957,-3.042,73.700,1.2
140,12/26/17 06:31:22 AM,35.346,0.1949,-3.625,73.800,1.2
141,12/26/17 07:31:22 AM,35.298,0.1942,-4.131,74.400,1.2
142,12/26/17 08:31:22 AM,35.249,0.1935,-4.469,74.900,1.2
143,12/26/17 09:31:22 AM,35.200,0.1928,-3.458,75.700,33.7
144,12/26/17 10:31:22 AM,35.152,0.1920,-0.693,73.000,143.7
145,12/26/17 11:31:22 AM,35.103,0.1920,0.869,69.000,213.7
146,12/26/17 12:31:22 PM,35.055,0.1920,2.089,66.800,283.7
147,12/26/17 01:31:22 PM,35.055,0.1920,1.483,64.400,231.2
148,12/26/17 02:31:22 PM,35.006,0.1913,4.017,63.200,263.7
149,12/26/17 03:31:22 PM,35.006,0.1913,3.798,60.300,218.7
150,12/26/17 04:31:22 PM,34.957,0.1913,3.578,59.400,91.2
151,12/26/17 05:31:22 PM,34.957,0.1906,1.634,62.900,31.2
152,12/26/17 06:31:22 PM,34.907,0.1899,-0.299,68.200,1.2
153,12/26/17 07:31:22 PM,34.907,0.1891,-0.693,71.400,1.2
154,12/26/17 08:31:22 PM,34.858,0.1877,-1.172,73.100,1.2
155,12/26/17 09:31:22 PM,34.810,0.1870,-1.492,74.800,1.2
156,12/26/17 10:31:22 PM,34.761,0.1855,-2.713,75.900,1.2
157,12/26/17 11:31:22 PM,34.713,0.1840,-3.542,77.900,1.2
158,12/27/17 12:31:22 AM,34.713,0.1826,-4.469,79.600,1.2
159,12/27/17 01:31:22 AM,34.664,0.1811,-4.640,80.900,1.2
160,12/27/17 02:31:22 AM,34.615,0.1797,-4.300,80.600,1.2
161,12/27/17 03:31:22 AM,34.565,0.1782,-4.640,80.300,1.2
162,12/27/17 04:31:22 AM,34.565,0.1761,-5.762,81.200,1.2
163,12/27/17 05:31:22 AM,34.516,0.1746,-6.289,83.100,1.2
164,12/27/17 06:31:22 AM,34.468,0.1732,-7.178,83.400,1.2
165,12/27/17 07:31:22 AM,34.419,0.1717,-7.267,83.700,1.2
166,12/27/17 08:31:22 AM,34.419,0.1702,-7.628,83.800,1.2
167,12/27/17 09:31:22 AM,34.371,0.1688,-5.414,83.000,31.2
168,12/27/17 10:31:22 AM,34.320,0.1681,-1.652,78.500,118.7
169,12/27/17 11:31:22 AM,34.272,0.1673,1.405,72.500,243.7
170,12/27/17 12:31:22 PM,34.272,0.1673,5.029,66.900,391.2
171,12/27/17 01:31:22 PM,34.272,0.1673,6.656,61.800,378.7
172,12/27/17 02:31:22 PM,34.272,0.1681,7.417,59.800,263.7
173,12/27/17 03:31:22 PM,34.272,0.1681,5.029,60.300,206.2
174,12/27/17 04:31:22 PM,34.223,0.1681,4.813,62.500,98.7
175,12/27/17 05:31:22 PM,34.223,0.1681,2.239,65.400,26.2
176,12/27/17 06:31:22 PM,34.174,0.1666,0.637,69.700,1.2
177,12/27/17 07:31:22 PM,34.174,0.1652,-0.772,72.100,1.2
178,12/27/17 08:31:22 PM,34.124,0.1637,-1.251,75.200,1.2
179,12/27/17 09:31:22 PM,34.124,0.1623,-1.895,77.100,1.2
180,12/27/17 10:31:22 PM,34.075,0.1615,-1.733,77.800,1.2
181,12/27/17 11:31:22 PM,34.075,0.1601,-1.573,78.300,1.2
182,12/28/17 12:31:22 AM,34.027,0.1594,-2.549,79.400,1.2
183,12/28/17 01:31:22 AM,34.027,0.1579,-2.713,80.700,1.2
184,12/28/17 02:31:22 AM,33.978,0.1564,-1.814,82.500,1.2
185,12/28/17 03:31:22 AM,33.978,0.1557,-1.652,83.300,1.2
186,12/28/17 04:31:22 AM,33.928,0.1550,-1.332,83.300,1.2
187,12/28/17 05:31:22 AM,33.928,0.1535,0.482,83.300,1.2
188,12/28/17 06:31:22 AM,33.879,0.1528,1.634,81.500,1.2
189,12/28/17 07:31:22 AM,33.879,0.1521,2.390,81.100,1.2
190,12/28/17 08:31:22 AM,33.879,0.1514,3.504,80.300,1.2
191,12/28/17 09:31:22 AM,33.831,0.1506,5.954,77.500,28.7
192,12/28/17 10:31:22 AM,33.831,0.1506,8.578,71.900,108.7
193,12/28/17 11:31:22 AM,33.831,0.1499,10.967,69.100,211.2
194,12/28/17 12:31:22 PM,33.831,0.1492,12.256,68.100,226.2
195,12/28/17 01:31:22 PM,33.831,0.1485,12.321,66.700,236.2
196,12/28/17 02:31:22 PM,33.831,0.1477,11.872,67.000,156.2
197,12/28/17 03:31:22 PM,33.831,0.1470,11.743,68.200,141.2
198,12/28/17 04:31:22 PM,33.831,0.1463,11.356,75.700,101.2
199,12/28/17 05:31:22 PM,33.780,0.1463,10.902,77.600,21.2
200,12/28/17 06:31:22 PM,33.780,0.1456,10.443,84.800,1.2
201,12/28/17 07:31:22 PM,33.780,0.1456,10.902,87.500,1.2
202,12/28/17 08:31:22 PM,33.780,0.1456,10.378,87.400,1.2
203,12/28/17 09:31:22 PM,33.780,0.1456,10.247,87.800,1.2
204,12/28/17 10:31:22 PM,33.780,0.1456,10.510,88.200,1.2
205,12/28/17 11:31:22 PM,33.780,0.1456,10.510,88.000,1.2
206,12/29/17 12:31:22 AM,33.780,0.1456,10.706,88.400,1.2
207,12/29/17 01:31:22 AM,33.780,0.1456,10.180,87.900,1.2
208,12/29/17 02:31:22 AM,33.780,0.1456,9.916,87.000,1.2
209,12/29/17 03:31:22 AM,33.780,0.1463,9.385,87.200,1.2
210,12/29/17 04:31:22 AM,33.780,0.1463,9.318,87.700,1.2
211,12/29/17 05:31:22 AM,33.780,0.1463,8.982,87.500,1.2
212,12/29/17 06:31:22 AM,33.780,0.1463,9.385,87.900,1.2
213,12/29/17 07:31:22 AM,33.780,0.1470,7.624,88.300,1.2
214,12/29/17 08:31:22 AM,33.732,0.1463,7.142,89.900,1.2
215,12/29/17 09:31:22 AM,33.732,0.1463,9.718,90.400,33.7
