"Plot Title: Rollinson_D1 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","PAR, uE()","Temp, °F()","RH, %()"
1,09/20/17 12:17:20 PM,67.586,0.0083,361.2,84.990,65.200
2,09/20/17 01:17:20 PM,68.056,0.0083,73.7,87.073,62.700
3,09/20/17 02:17:20 PM,68.913,0.0090,81.2,88.075,59.200
4,09/20/17 03:17:20 PM,69.557,0.0090,41.2,89.316,57.200
5,09/20/17 04:17:20 PM,69.985,0.0090,63.7,90.194,54.400
6,09/20/17 05:17:20 PM,70.286,0.0090,41.2,89.316,53.400
7,09/20/17 06:17:20 PM,70.502,0.0090,8.7,88.030,54.300
8,09/20/17 07:17:20 PM,70.587,0.0083,1.2,85.532,57.500
9,09/20/17 08:17:20 PM,70.543,0.0090,1.2,83.869,60.800
10,09/20/17 09:17:20 PM,70.459,0.0090,1.2,82.665,63.300
11,09/20/17 10:17:20 PM,70.372,0.0083,1.2,80.845,66.000
12,09/20/17 11:17:20 PM,70.243,0.0090,1.2,78.910,70.700
13,09/21/17 12:17:20 AM,70.115,0.0090,1.2,78.645,73.100
14,09/21/17 01:17:20 AM,69.985,0.0090,1.2,77.509,73.800
15,09/21/17 02:17:20 AM,69.858,0.0090,1.2,76.593,77.700
16,09/21/17 03:17:20 AM,69.728,0.0083,1.2,73.904,82.700
17,09/21/17 04:17:20 AM,69.600,0.0083,1.2,72.997,86.400
18,09/21/17 05:17:20 AM,69.427,0.0090,1.2,73.947,86.000
19,09/21/17 06:17:20 AM,69.300,0.0083,1.2,73.256,86.500
20,09/21/17 07:17:20 AM,69.170,0.0083,1.2,71.490,89.400
21,09/21/17 08:17:20 AM,69.085,0.0083,11.2,74.424,88.800
22,09/21/17 09:17:20 AM,69.085,0.0083,28.7,78.033,82.900
23,09/21/17 10:17:20 AM,69.256,0.0090,36.2,82.085,74.600
24,09/21/17 11:17:20 AM,69.685,0.0090,208.7,86.391,64.300
25,09/21/17 12:17:20 PM,70.243,0.0090,126.2,88.443,52.300
26,09/21/17 01:17:20 PM,70.846,0.0097,76.2,90.936,45.600
27,09/21/17 02:17:20 PM,71.404,0.0090,61.2,91.636,42.800
28,09/21/17 03:17:20 PM,71.834,0.0090,46.2,90.471,44.200
29,09/21/17 04:17:20 PM,72.093,0.0097,66.2,92.386,45.000
