"Plot_Name","Date_Time","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"U134",2018-08-01 00:00:00,0.2182,88.9,1.2,18.675,17.1527777777778
"U134",2018-08-01 01:00:00,0.2182,91.8,1.2,18.6038888888889,16.7011111111111
"U134",2018-08-01 02:00:00,0.2175,93.5,1.2,18.5088888888889,16.2011111111111
"U134",2018-08-01 03:00:00,0.2175,94.3,1.2,18.4138888888889,15.5327777777778
"U134",2018-08-01 04:00:00,0.2167,94.9,1.2,18.295,15.8188888888889
"U134",2018-08-01 05:00:00,0.2167,95.2,1.2,18.1761111111111,15.2938888888889
"U134",2018-08-01 06:00:00,0.2167,95.6,1.2,18.0811111111111,14.8161111111111
"U134",2018-08-01 07:00:00,0.2167,96,1.2,17.9622222222222,15.2227777777778
"U134",2018-08-01 08:00:00,0.216,96.1,1.2,17.8672222222222,16.6061111111111
"U134",2018-08-01 09:00:00,0.216,93,6.2,17.7961111111111,19.9122222222222
"U134",2018-08-01 10:00:00,0.2167,78.8,13.7,17.7961111111111,22.3688888888889
"U134",2018-08-01 11:00:00,0.2167,72.5,21.2,17.8672222222222,23.7372222222222
"U134",2018-08-01 12:00:00,0.2167,65.9,21.2,17.9861111111111,25.5011111111111
"U134",2018-08-01 13:00:00,0.2167,62.8,21.2,18.1522222222222,24.6772222222222
"U134",2018-08-01 14:00:00,0.2167,61.5,21.2,18.3427777777778,26.6222222222222
"U134",2018-08-01 15:00:00,0.2167,56.9,16.2,18.5088888888889,24.8472222222222
"U134",2018-08-01 16:00:00,0.2182,78.4,3.7,18.675,18.485
"U134",2018-08-01 17:00:00,0.2189,94.3,8.7,18.7711111111111,20.9838888888889
"U134",2018-08-01 18:00:00,0.253,93.7,3.7,18.7472222222222,16.6772222222222
"U134",2018-08-01 19:00:00,0.2414,95,6.2,18.6277777777778,18.6277777777778
"U134",2018-08-01 20:00:00,0.2422,96.2,1.2,18.58,19.6027777777778
"U134",2018-08-01 21:00:00,0.2429,96.9,1.2,18.5572222222222,19.9838888888889
"U134",2018-08-01 22:00:00,0.2429,97.6,1.2,18.5327777777778,19.8877777777778
"U134",2018-08-01 23:00:00,0.2422,98,1.2,18.5327777777778,19.5788888888889
"U134",2018-08-02 00:00:00,0.2422,98.2,1.2,18.5327777777778,19.4838888888889
"U134",2018-08-02 01:00:00,0.2422,98.4,1.2,18.5327777777778,19.3411111111111
"U134",2018-08-02 02:00:00,0.2422,98.2,1.2,18.5327777777778,19.3177777777778
"U134",2018-08-02 03:00:00,0.2422,97.4,1.2,18.5327777777778,19.2222222222222
"U134",2018-08-02 04:00:00,0.2422,96.7,1.2,18.5088888888889,18.8888888888889
"U134",2018-08-02 05:00:00,0.2422,97.8,1.2,18.5088888888889,18.39
"U134",2018-08-02 06:00:00,0.2422,98.2,1.2,18.485,18.2238888888889
"U134",2018-08-02 07:00:00,0.2422,98,1.2,18.4377777777778,18.485
"U134",2018-08-02 08:00:00,0.2422,95.5,3.7,18.4138888888889,19.5322222222222
"U134",2018-08-02 09:00:00,0.2422,92.1,11.2,18.39,20.65
"U134",2018-08-02 10:00:00,0.2422,86.8,18.7,18.4138888888889,22.3688888888889
"U134",2018-08-02 11:00:00,0.2422,81.9,16.2,18.4611111111111,23.905
"U134",2018-08-02 12:00:00,0.2422,76.4,26.2,18.58,24.9677777777778
"U134",2018-08-02 13:00:00,0.2422,71.4,33.7,18.7472222222222,25.9872222222222
"U134",2018-08-02 14:00:00,0.2422,67.4,111.2,18.9372222222222,25.89
"U134",2018-08-02 15:00:00,0.2414,74.6,16.2,19.1272222222222,25.1127777777778
"U134",2018-08-02 16:00:00,0.2414,74.7,18.7,19.2938888888889,25.55
"U134",2018-08-02 17:00:00,0.2414,74.4,11.2,19.4361111111111,25.2827777777778
"U134",2018-08-02 18:00:00,0.2407,69.5,11.2,19.555,25.2577777777778
"U134",2018-08-02 19:00:00,0.2407,67.1,3.7,19.6272222222222,24.4122222222222
"U134",2018-08-02 20:00:00,0.24,71.2,1.2,19.6977777777778,23.3761111111111
"U134",2018-08-02 21:00:00,0.24,73,1.2,19.6977777777778,21.6277777777778
"U134",2018-08-02 22:00:00,0.2392,78.4,1.2,19.6977777777778,19.6511111111111
"U134",2018-08-02 23:00:00,0.2392,86,1.2,19.6272222222222,18.9127777777778
"U134",2018-08-03 00:00:00,0.2385,89.7,1.2,19.5322222222222,18.6988888888889
"U134",2018-08-03 01:00:00,0.2385,91.7,1.2,19.4127777777778,17.605
"U134",2018-08-03 02:00:00,0.2385,94.1,1.2,19.2938888888889,17.4627777777778
"U134",2018-08-03 03:00:00,0.2378,95,1.2,19.175,16.9627777777778
"U134",2018-08-03 04:00:00,0.2378,95.8,1.2,19.0561111111111,16.4388888888889
"U134",2018-08-03 05:00:00,0.2371,96.4,1.2,18.9372222222222,16.0577777777778
"U134",2018-08-03 06:00:00,0.2371,96.7,1.2,18.7938888888889,15.8911111111111
"U134",2018-08-03 07:00:00,0.2371,96.8,1.2,18.6522222222222,15.0788888888889
"U134",2018-08-03 08:00:00,0.2371,97,1.2,18.5088888888889,17.2011111111111
"U134",2018-08-03 09:00:00,0.2363,95.6,6.2,18.4138888888889,20.15
"U134",2018-08-03 10:00:00,0.2363,84.4,18.7,18.3427777777778,21.5811111111111
"U134",2018-08-03 11:00:00,0.2371,73.5,13.7,18.39,23.2077777777778
"U134",2018-08-03 12:00:00,0.2371,65.1,48.7,18.485,24.5322222222222
"U134",2018-08-03 13:00:00,0.2371,60.9,18.7,18.6277777777778,26.0611111111111
