"Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp","Plot_Name"
2019-06-01 00:00:00,0.2821,81.3,1.2,17.5577777777778,20.9838888888889,"B127"
2019-06-01 01:00:00,0.2821,83.6,1.2,17.51,20.3172222222222,"B127"
2019-06-01 02:00:00,0.2821,86.5,1.2,17.415,19.6027777777778,"B127"
2019-06-01 03:00:00,0.2814,88.2,1.2,17.3438888888889,19.1988888888889,"B127"
2019-06-01 04:00:00,0.2814,89.3,1.2,17.2722222222222,19.0077777777778,"B127"
2019-06-01 05:00:00,0.2814,89.9,1.2,17.1772222222222,18.6522222222222,"B127"
2019-06-01 06:00:00,0.2806,91.3,1.2,17.1061111111111,18.2711111111111,"B127"
2019-06-01 07:00:00,0.2806,92.3,1.2,17.0338888888889,18.4611111111111,"B127"
2019-06-01 08:00:00,0.2806,91.6,6.2,16.9627777777778,18.8422222222222,"B127"
2019-06-01 09:00:00,0.2806,90.6,16.2,16.915,20.365,"B127"
2019-06-01 10:00:00,0.2799,88.3,26.2,16.915,21.6038888888889,"B127"
2019-06-01 11:00:00,0.2799,81.6,56.2,16.9872222222222,23.5688888888889,"B127"
2019-06-01 12:00:00,0.2799,75.9,86.2,17.1527777777778,24.605,"B127"
2019-06-01 13:00:00,0.2792,70.7,68.7,17.3677777777778,25.7438888888889,"B127"
2019-06-01 14:00:00,0.2792,69.4,76.2,17.605,21.4611111111111,"B127"
2019-06-01 15:00:00,0.2792,73.1,53.7,17.7961111111111,21.5327777777778,"B127"
2019-06-01 16:00:00,0.2799,79.2,33.7,17.8427777777778,20.65,"B127"
2019-06-01 17:00:00,0.2806,86.3,33.7,17.8672222222222,22.9922222222222,"B127"
2019-06-01 18:00:00,0.2799,70.9,26.2,17.8911111111111,25.1372222222222,"B127"
2019-06-01 19:00:00,0.2792,73,13.7,17.9377777777778,17.7477777777778,"B127"
2019-06-01 20:00:00,0.2785,79,6.2,17.8672222222222,17.2961111111111,"B127"
2019-06-01 21:00:00,0.2777,82.8,1.2,17.7011111111111,16.1061111111111,"B127"
2019-06-01 22:00:00,0.2777,88.7,1.2,17.5338888888889,15.3661111111111,"B127"
2019-06-01 23:00:00,0.277,92.1,1.2,17.32,13.2327777777778,"B127"
2019-06-02 00:00:00,0.277,88.8,1.2,17.0822222222222,12.5577777777778,"B127"
2019-06-02 01:00:00,0.2763,80.5,1.2,16.82,12.2427777777778,"B127"
2019-06-02 02:00:00,0.2763,85,1.2,16.5577777777778,12.1472222222222,"B127"
2019-06-02 03:00:00,0.2756,82.5,1.2,16.3438888888889,12.775,"B127"
2019-06-02 04:00:00,0.2756,84.3,1.2,16.1288888888889,12.1472222222222,"B127"
2019-06-02 05:00:00,0.2756,87.3,1.2,15.9627777777778,10.7361111111111,"B127"
2019-06-02 06:00:00,0.2748,91.7,1.2,15.7722222222222,11.3211111111111,"B127"
2019-06-02 07:00:00,0.2748,93.1,3.7,15.605,11.565,"B127"
2019-06-02 08:00:00,0.2748,91.8,11.2,15.4611111111111,13.6422222222222,"B127"
2019-06-02 09:00:00,0.2741,79.8,21.2,15.4138888888889,15.1511111111111,"B127"
2019-06-02 10:00:00,0.2741,77,33.7,15.4138888888889,17.32,"B127"
2019-06-02 11:00:00,0.2741,72,63.7,15.485,18.6277777777778,"B127"
2019-06-02 12:00:00,0.2741,64.1,76.2,15.605,19.5788888888889,"B127"
2019-06-02 13:00:00,0.2734,59.2,48.7,15.7722222222222,19.9122222222222,"B127"
2019-06-02 14:00:00,0.2734,50.5,241.2,15.915,20.8888888888889,"B127"
2019-06-02 15:00:00,0.2734,45.2,81.2,16.1288888888889,20.7927777777778,"B127"
2019-06-02 16:00:00,0.2727,43.2,33.7,16.2961111111111,20.46,"B127"
2019-06-02 17:00:00,0.2727,44.9,38.7,16.3438888888889,19.865,"B127"
2019-06-02 18:00:00,0.2719,49.3,43.7,16.3677777777778,18.485,"B127"
2019-06-02 19:00:00,0.2719,50.6,8.7,16.3677777777778,18.105,"B127"
2019-06-02 20:00:00,0.2719,50.7,3.7,16.2961111111111,16.8677777777778,"B127"
2019-06-02 21:00:00,0.2712,53.9,1.2,16.2011111111111,15.9627777777778,"B127"
2019-06-02 22:00:00,0.2712,59.3,1.2,16.0822222222222,14.6972222222222,"B127"
2019-06-02 23:00:00,0.2705,65.1,1.2,15.9388888888889,13.3772222222222,"B127"
2019-06-03 00:00:00,0.2705,69.3,1.2,15.7961111111111,12.6777777777778,"B127"
2019-06-03 01:00:00,0.2698,64.5,1.2,15.6288888888889,12.2922222222222,"B127"
2019-06-03 02:00:00,0.2698,62.6,1.2,15.4377777777778,11.4188888888889,"B127"
2019-06-03 03:00:00,0.2698,67.5,1.2,15.2472222222222,10.345,"B127"
2019-06-03 04:00:00,0.269,71,1.2,15.0311111111111,9.73111111111111,"B127"
2019-06-03 05:00:00,0.269,74.8,1.2,14.84,9.58277777777778,"B127"
2019-06-03 06:00:00,0.2683,79,1.2,14.625,9.60777777777778,"B127"
2019-06-03 07:00:00,0.2683,79.7,3.7,14.4811111111111,10.59,"B127"
2019-06-03 08:00:00,0.2683,74.2,8.7,14.3372222222222,11.9038888888889,"B127"
2019-06-03 09:00:00,0.2683,69.5,16.2,14.29,13.04,"B127"
2019-06-03 10:00:00,0.2683,63.9,33.7,14.2661111111111,15.0077777777778,"B127"
2019-06-03 11:00:00,0.2676,56.9,63.7,14.3138888888889,16.0577777777778,"B127"
2019-06-03 12:00:00,0.2683,52.7,81.2,14.4088888888889,17.2011111111111,"B127"
2019-06-03 13:00:00,0.2676,50.5,56.2,14.5527777777778,18.1288888888889,"B127"
2019-06-03 14:00:00,0.2676,50.3,203.7,14.6972222222222,19.0077777777778,"B127"
2019-06-03 15:00:00,0.2676,51.8,68.7,14.9361111111111,20.0072222222222,"B127"
2019-06-03 16:00:00,0.2676,54,43.7,15.1511111111111,19.7461111111111,"B127"
2019-06-03 17:00:00,0.2668,54.5,33.7,15.27,19.5077777777778,"B127"
2019-06-03 18:00:00,0.2668,54.4,23.7,15.3661111111111,18.8177777777778,"B127"
2019-06-03 19:00:00,0.2661,55.5,13.7,15.4138888888889,17.7477777777778,"B127"
2019-06-03 20:00:00,0.2661,54.6,6.2,15.4138888888889,16.0577777777778,"B127"
2019-06-03 21:00:00,0.2661,56.4,1.2,15.3661111111111,14.2661111111111,"B127"
2019-06-03 22:00:00,0.2654,61,1.2,15.27,13.7138888888889,"B127"
2019-06-03 23:00:00,0.2654,62.1,1.2,15.1511111111111,13.4972222222222,"B127"
2019-06-04 00:00:00,0.2647,65.4,1.2,15.0077777777778,13.5222222222222,"B127"
2019-06-04 01:00:00,0.2647,69.1,1.2,14.8877777777778,14.1938888888889,"B127"
2019-06-04 02:00:00,0.2647,68.5,1.2,14.8161111111111,15.3422222222222,"B127"
2019-06-04 03:00:00,0.2647,70.8,1.2,14.745,16.32,"B127"
2019-06-04 04:00:00,0.2647,70.5,1.2,14.7211111111111,17.225,"B127"
2019-06-04 05:00:00,0.2647,71.7,1.2,14.7211111111111,17.5822222222222,"B127"
2019-06-04 06:00:00,0.2647,73.8,1.2,14.745,17.6288888888889,"B127"
2019-06-04 07:00:00,0.2647,75.3,3.7,14.7677777777778,17.8911111111111,"B127"
2019-06-04 08:00:00,0.2639,75.9,3.7,14.8161111111111,17.9377777777778,"B127"
2019-06-04 09:00:00,0.2639,79.3,6.2,14.8638888888889,17.1527777777778,"B127"
2019-06-04 10:00:00,0.2661,88.3,3.7,14.8877777777778,14.96,"B127"
2019-06-04 11:00:00,0.3104,94.7,3.7,14.8877777777778,14.9122222222222,"B127"
2019-06-04 12:00:00,0.3075,96.8,18.7,14.84,16.0338888888889,"B127"
2019-06-04 13:00:00,0.3032,92.9,48.7,14.8638888888889,19.3177777777778,"B127"
