"Plot Title: Rollinson_A1 "
"#","Time, GMT-05:00","PAR, uE()"
1,08/10/17 08:55:22 AM,8.7
2,08/10/17 09:55:22 AM,11.2
3,08/10/17 10:55:22 AM,31.2
4,08/10/17 11:55:22 AM,26.2
5,08/10/17 12:55:22 PM,28.7
6,08/10/17 01:55:22 PM,33.7
7,08/10/17 02:55:22 PM,21.2
8,08/10/17 03:55:22 PM,11.2
9,08/10/17 04:55:22 PM,16.2
10,08/10/17 05:55:22 PM,6.2
11,08/10/17 06:55:22 PM,3.7
12,08/10/17 07:55:22 PM,1.2
13,08/10/17 08:55:22 PM,1.2
14,08/10/17 09:55:22 PM,1.2
15,08/10/17 10:55:22 PM,1.2
16,08/10/17 11:55:22 PM,1.2
17,08/11/17 12:55:22 AM,1.2
18,08/11/17 01:55:22 AM,1.2
19,08/11/17 02:55:22 AM,1.2
20,08/11/17 03:55:22 AM,1.2
21,08/11/17 04:55:22 AM,1.2
22,08/11/17 05:55:22 AM,1.2
23,08/11/17 06:55:22 AM,1.2
24,08/11/17 07:55:22 AM,1.2
25,08/11/17 08:55:22 AM,6.2
26,08/11/17 09:55:22 AM,16.2
27,08/11/17 10:55:22 AM,18.7
28,08/11/17 11:55:22 AM,18.7
29,08/11/17 12:55:22 PM,21.2
30,08/11/17 01:55:22 PM,21.2
31,08/11/17 02:55:22 PM,33.7
32,08/11/17 03:55:22 PM,16.2
33,08/11/17 04:55:22 PM,16.2
34,08/11/17 05:55:22 PM,6.2
35,08/11/17 06:55:22 PM,3.7
36,08/11/17 07:55:22 PM,1.2
37,08/11/17 08:55:22 PM,1.2
38,08/11/17 09:55:22 PM,1.2
39,08/11/17 10:55:22 PM,1.2
40,08/11/17 11:55:22 PM,1.2
41,08/12/17 12:55:22 AM,1.2
42,08/12/17 01:55:22 AM,1.2
43,08/12/17 02:55:22 AM,1.2
44,08/12/17 03:55:22 AM,1.2
45,08/12/17 04:55:22 AM,1.2
46,08/12/17 05:55:22 AM,1.2
47,08/12/17 06:55:22 AM,1.2
48,08/12/17 07:55:22 AM,1.2
49,08/12/17 08:55:22 AM,6.2
50,08/12/17 09:55:22 AM,21.2
51,08/12/17 10:55:22 AM,31.2
52,08/12/17 11:55:22 AM,53.7
53,08/12/17 12:55:22 PM,21.2
54,08/12/17 01:55:22 PM,21.2
55,08/12/17 02:55:22 PM,18.7
56,08/12/17 03:55:22 PM,28.7
57,08/12/17 04:55:22 PM,21.2
58,08/12/17 05:55:22 PM,6.2
59,08/12/17 06:55:22 PM,3.7
60,08/12/17 07:55:22 PM,1.2
61,08/12/17 08:55:22 PM,1.2
62,08/12/17 09:55:22 PM,1.2
63,08/12/17 10:55:22 PM,1.2
64,08/12/17 11:55:22 PM,1.2
65,08/13/17 12:55:22 AM,1.2
66,08/13/17 01:55:22 AM,1.2
67,08/13/17 02:55:22 AM,1.2
68,08/13/17 03:55:22 AM,1.2
69,08/13/17 04:55:22 AM,1.2
70,08/13/17 05:55:22 AM,1.2
71,08/13/17 06:55:22 AM,1.2
72,08/13/17 07:55:22 AM,1.2
73,08/13/17 08:55:22 AM,6.2
74,08/13/17 09:55:22 AM,13.7
75,08/13/17 10:55:22 AM,18.7
76,08/13/17 11:55:22 AM,18.7
77,08/13/17 12:55:22 PM,21.2
78,08/13/17 01:55:22 PM,18.7
79,08/13/17 02:55:22 PM,18.7
80,08/13/17 03:55:22 PM,21.2
81,08/13/17 04:55:22 PM,16.2
82,08/13/17 05:55:22 PM,8.7
83,08/13/17 06:55:22 PM,3.7
84,08/13/17 07:55:22 PM,1.2
85,08/13/17 08:55:22 PM,1.2
86,08/13/17 09:55:22 PM,1.2
87,08/13/17 10:55:22 PM,1.2
88,08/13/17 11:55:22 PM,1.2
89,08/14/17 12:55:22 AM,1.2
90,08/14/17 01:55:22 AM,1.2
91,08/14/17 02:55:22 AM,1.2
92,08/14/17 03:55:22 AM,1.2
93,08/14/17 04:55:22 AM,1.2
94,08/14/17 05:55:22 AM,1.2
95,08/14/17 06:55:22 AM,1.2
96,08/14/17 07:55:22 AM,3.7
97,08/14/17 08:55:22 AM,6.2
