"Plot_Name","Date_Time","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"N115",2019-01-01 00:00:00,0.2472,99.9,1.2,3.16777777777778,1.15277777777778
"N115",2019-01-01 01:00:00,0.2349,99.8,1.2,3.16777777777778,1.15277777777778
"N115",2019-01-01 02:00:00,0.2218,99.7,1.2,3.16777777777778,0.933888888888887
"N115",2019-01-01 03:00:00,0.2058,99.2,1.2,3.195,0.742222222222221
"N115",2019-01-01 04:00:00,0.1971,98.5,1.2,3.195,0.272777777777778
"N115",2019-01-01 05:00:00,0.1957,98.1,1.2,3.195,0.162777777777777
"N115",2019-01-01 06:00:00,0.1928,97.2,1.2,3.195,-0.227222222222222
"N115",2019-01-01 07:00:00,0.1928,98,1.2,3.195,-0.759999999999999
"N115",2019-01-01 08:00:00,0.1935,95.9,1.2,3.195,-1.07111111111111
"N115",2019-01-01 09:00:00,0.1942,94.9,1.2,3.195,-1.61277777777778
"N115",2019-01-01 10:00:00,0.1913,92.9,8.7,3.16777777777778,-1.61277777777778
"N115",2019-01-01 11:00:00,0.1906,91.6,28.7,3.16777777777778,-2.015
"N115",2019-01-01 12:00:00,0.1891,91.5,41.2,3.14222222222222,-1.9
"N115",2019-01-01 13:00:00,0.1884,91.5,48.7,3.14222222222222,-1.92888888888889
"N115",2019-01-01 14:00:00,0.1877,92.6,51.2,3.11611111111111,-2.16
"N115",2019-01-01 15:00:00,0.187,93,43.7,3.11611111111111,-2.27611111111111
"N115",2019-01-01 16:00:00,0.187,93.7,33.7,3.11611111111111,-2.56611111111111
"N115",2019-01-01 17:00:00,0.1862,93.6,23.7,3.08888888888889,-2.68277777777778
"N115",2019-01-01 18:00:00,0.1855,93.5,6.2,3.08888888888889,-2.8
"N115",2019-01-01 19:00:00,0.1848,93.3,1.2,3.06277777777778,-2.85888888888889
"N115",2019-01-01 20:00:00,0.1848,93.6,1.2,3.06277777777778,-2.88777777777778
"N115",2019-01-01 21:00:00,0.1848,95.2,1.2,3.03611111111111,-3.21222222222222
"N115",2019-01-01 22:00:00,0.184,94.9,1.2,3.03611111111111,-3.18277777777778
"N115",2019-01-01 23:00:00,0.184,94.7,1.2,3.00888888888889,-3.24222222222222
