"Date_Check","Soil_Temp","Air_Temp","Soil_Moisture","Relative_Humidity","PAR","Plot_Name"
2018-12-01 00:00:00,4.14111111111111,2.28888888888889,0.187,97.1,1.2,"N115"
2018-12-01 01:00:00,4.14111111111111,1.69722222222222,0.187,95.7,1.2,"N115"
2018-12-01 02:00:00,4.115,1.37111111111111,0.1877,95.8,1.2,"N115"
2018-12-01 03:00:00,4.115,0.933888888888887,0.1877,97.3,1.2,"N115"
2018-12-01 04:00:00,4.08888888888889,0.907222222222224,0.1884,99.3,1.2,"N115"
2018-12-01 05:00:00,4.06277777777778,0.907222222222224,0.1891,100,1.2,"N115"
2018-12-01 06:00:00,4.06277777777778,1.20777777777778,0.1899,100,1.2,"N115"
2018-12-01 07:00:00,4.01111111111111,1.72388888888889,0.1906,100,1.2,"N115"
2018-12-01 08:00:00,3.985,1.83222222222222,0.192,99.4,1.2,"N115"
2018-12-01 09:00:00,3.93222222222222,2.02111111111111,0.1949,98,1.2,"N115"
2018-12-01 10:00:00,3.88,1.77777777777778,0.2015,98.2,3.7,"N115"
2018-12-01 11:00:00,3.16777777777778,2.31611111111111,0.386,99.9,18.7,"N115"
2018-12-01 12:00:00,2.18222222222222,2.87722222222222,0.4521,100,16.2,"N115"
2018-12-01 13:00:00,1.75111111111111,3.24777777777778,0.4143,100,23.7,"N115"
2018-12-01 14:00:00,1.99388888888889,3.24777777777778,0.3388,100,36.2,"N115"
2018-12-01 15:00:00,2.155,3.61722222222222,0.354,100,38.7,"N115"
2018-12-01 16:00:00,2.26222222222222,3.90611111111111,0.4005,100,28.7,"N115"
2018-12-01 17:00:00,2.20888888888889,3.56388888888889,0.4528,100,16.2,"N115"
2018-12-01 18:00:00,1.99388888888889,4.55777777777778,0.4499,100,1.2,"N115"
2018-12-01 19:00:00,2.18222222222222,4.24611111111111,0.4172,100,1.2,"N115"
2018-12-01 20:00:00,2.34277777777778,4.35,0.354,100,1.2,"N115"
2018-12-01 21:00:00,2.50277777777778,5.15388888888889,0.3322,100,1.2,"N115"
2018-12-01 22:00:00,2.63722222222222,5.25722222222222,0.3293,100,1.2,"N115"
2018-12-01 23:00:00,2.66388888888889,5.25722222222222,0.4433,100,1.2,"N115"
2018-12-02 00:00:00,2.39611111111111,5.17888888888889,0.4441,100,1.2,"N115"
2018-12-02 01:00:00,2.53,4.84388888888889,0.354,100,1.2,"N115"
2018-12-02 02:00:00,2.69,4.79222222222222,0.4223,100,1.2,"N115"
2018-12-02 03:00:00,2.82277777777778,4.55777777777778,0.2625,100,1.2,"N115"
2018-12-02 04:00:00,2.93,5.15388888888889,0.2284,100,1.2,"N115"
2018-12-02 05:00:00,3.06277777777778,4.86888888888889,0.2167,100,1.2,"N115"
2018-12-02 06:00:00,3.16777777777778,4.71388888888889,0.2008,100,1.2,"N115"
2018-12-02 07:00:00,3.24777777777778,4.68777777777778,0.1971,100,1.2,"N115"
2018-12-02 08:00:00,3.35388888888889,4.63611111111111,0.1957,100,1.2,"N115"
2018-12-02 09:00:00,3.43277777777778,4.68777777777778,0.1942,100,1.2,"N115"
2018-12-02 10:00:00,3.51222222222222,5.77,0.192,100,13.7,"N115"
2018-12-02 11:00:00,3.59111111111111,5.43722222222222,0.1913,99.9,81.2,"N115"
2018-12-02 12:00:00,3.69611111111111,5.69277777777778,0.1906,94,121.2,"N115"
2018-12-02 13:00:00,3.80111111111111,5.71888888888889,0.1906,90.4,131.2,"N115"
2018-12-02 14:00:00,3.93222222222222,4.97277777777778,0.1906,89.3,76.2,"N115"
2018-12-02 15:00:00,4.06277777777778,4.97277777777778,0.1899,91,46.2,"N115"
2018-12-02 16:00:00,4.14111111111111,4.22,0.1884,93.1,28.7,"N115"
2018-12-02 17:00:00,4.22,4.19388888888889,0.1884,95.5,26.2,"N115"
2018-12-02 18:00:00,4.27222222222222,3.90611111111111,0.187,95.5,6.2,"N115"
2018-12-02 19:00:00,4.32388888888889,3.43277777777778,0.1862,98.1,1.2,"N115"
2018-12-02 20:00:00,4.35,2.66388888888889,0.1862,99.1,1.2,"N115"
2018-12-02 21:00:00,4.37611111111111,1.88611111111111,0.1855,98.8,1.2,"N115"
2018-12-02 22:00:00,4.37611111111111,1.28888888888889,0.1855,98.6,1.2,"N115"
2018-12-02 23:00:00,4.37611111111111,1.31722222222222,0.1862,97.7,1.2,"N115"
2018-12-03 00:00:00,4.37611111111111,1.31722222222222,0.1862,95.6,1.2,"N115"
2018-12-03 01:00:00,4.35,1.28888888888889,0.1855,94.4,1.2,"N115"
2018-12-03 02:00:00,4.35,1.15277777777778,0.1848,93.6,1.2,"N115"
2018-12-03 03:00:00,4.32388888888889,0.98888888888889,0.1848,93,1.2,"N115"
2018-12-03 04:00:00,4.29777777777778,0.852222222222222,0.184,92.3,1.2,"N115"
2018-12-03 05:00:00,4.27222222222222,0.742222222222221,0.184,91.9,1.2,"N115"
2018-12-03 06:00:00,4.27222222222222,0.35611111111111,0.1833,92.4,1.2,"N115"
2018-12-03 07:00:00,4.24611111111111,0.135000000000001,0.1833,93.5,1.2,"N115"
2018-12-03 08:00:00,4.22,-0.31111111111111,0.1833,98,1.2,"N115"
2018-12-03 09:00:00,4.19388888888889,-0.227222222222222,0.1826,98.7,1.2,"N115"
2018-12-03 10:00:00,4.16777777777778,0.135000000000001,0.1819,97.6,21.2,"N115"
2018-12-03 11:00:00,4.16777777777778,0.412222222222221,0.1819,93.9,66.2,"N115"
2018-12-03 12:00:00,4.14111111111111,0.494999999999999,0.1833,94.7,101.2,"N115"
2018-12-03 13:00:00,4.115,0.797222222222223,0.184,89.2,146.2,"N115"
2018-12-03 14:00:00,4.14111111111111,0.880000000000002,0.1848,86.6,133.7,"N115"
2018-12-03 15:00:00,4.16777777777778,0.632222222222221,0.1848,87.2,113.7,"N115"
2018-12-03 16:00:00,4.19388888888889,0.522222222222221,0.1848,85.9,68.7,"N115"
2018-12-03 17:00:00,4.24611111111111,0.0238888888888885,0.184,84.4,31.2,"N115"
2018-12-03 18:00:00,4.24611111111111,-0.591111111111111,0.184,84.2,3.7,"N115"
2018-12-03 19:00:00,4.24611111111111,-0.957777777777778,0.1848,83.2,1.2,"N115"
2018-12-03 20:00:00,4.22,-1.04277777777778,0.184,83.5,1.2,"N115"
2018-12-03 21:00:00,4.19388888888889,-1.21277777777778,0.184,84.5,1.2,"N115"
2018-12-03 22:00:00,4.16777777777778,-1.49777777777778,0.184,84.3,1.2,"N115"
2018-12-03 23:00:00,4.14111111111111,-1.75611111111111,0.1833,85.8,1.2,"N115"
2018-12-04 00:00:00,4.08888888888889,-1.92888888888889,0.1833,88.1,1.2,"N115"
2018-12-04 01:00:00,4.06277777777778,-1.9,0.1833,88.8,1.2,"N115"
2018-12-04 02:00:00,4.03722222222222,-1.92888888888889,0.1826,87,1.2,"N115"
2018-12-04 03:00:00,4.01111111111111,-1.84222222222222,0.1826,85.4,1.2,"N115"
2018-12-04 04:00:00,3.985,-1.81388888888889,0.1819,83.6,1.2,"N115"
2018-12-04 05:00:00,3.95777777777778,-1.9,0.1819,82.4,1.2,"N115"
2018-12-04 06:00:00,3.93222222222222,-1.9,0.1819,81.8,1.2,"N115"
2018-12-04 07:00:00,3.90611111111111,-1.95777777777778,0.1819,81.8,1.2,"N115"
2018-12-04 08:00:00,3.88,-1.95777777777778,0.1811,81.9,1.2,"N115"
2018-12-04 09:00:00,3.85388888888889,-1.92888888888889,0.1811,81.4,1.2,"N115"
2018-12-04 10:00:00,3.82722222222222,-1.58388888888889,0.1811,80.9,21.2,"N115"
2018-12-04 11:00:00,3.80111111111111,-1.185,0.1811,79.2,61.2,"N115"
2018-12-04 12:00:00,3.775,-1.04277777777778,0.1804,77.5,78.7,"N115"
2018-12-04 13:00:00,3.775,-0.902222222222222,0.1804,76.7,78.7,"N115"
2018-12-04 14:00:00,3.74888888888889,-0.451111111111112,0.1797,76.2,98.7,"N115"
2018-12-04 15:00:00,3.74888888888889,-0.422777777777777,0.179,76.3,83.7,"N115"
2018-12-04 16:00:00,3.775,-0.62,0.179,77.6,61.2,"N115"
2018-12-04 17:00:00,3.80111111111111,-0.93,0.1797,79.6,23.7,"N115"
2018-12-04 18:00:00,3.80111111111111,-1.44111111111111,0.1797,82.3,3.7,"N115"
2018-12-04 19:00:00,3.80111111111111,-1.69888888888889,0.1797,83.4,1.2,"N115"
2018-12-04 20:00:00,3.80111111111111,-1.87111111111111,0.1797,84.4,1.2,"N115"
2018-12-04 21:00:00,3.80111111111111,-1.98611111111111,0.1797,82.5,1.2,"N115"
2018-12-04 22:00:00,3.775,-2.04388888888889,0.1797,76.1,1.2,"N115"
2018-12-04 23:00:00,3.775,-2.33388888888889,0.179,79.7,1.2,"N115"
2018-12-05 00:00:00,3.74888888888889,-2.42111111111111,0.179,82.5,1.2,"N115"
2018-12-05 01:00:00,3.74888888888889,-2.88777777777778,0.179,86.7,1.2,"N115"
2018-12-05 02:00:00,3.72222222222222,-2.94722222222222,0.179,91.8,1.2,"N115"
2018-12-05 03:00:00,3.69611111111111,-3.00611111111111,0.179,91.4,1.2,"N115"
2018-12-05 04:00:00,3.67,-3.30111111111111,0.179,89.4,1.2,"N115"
2018-12-05 05:00:00,3.67,-3.74722222222222,0.179,88.2,1.2,"N115"
2018-12-05 06:00:00,3.64277777777778,-4.19722222222222,0.179,87.7,1.2,"N115"
2018-12-05 07:00:00,3.61722222222222,-4.19722222222222,0.1782,88,1.2,"N115"
2018-12-05 08:00:00,3.59111111111111,-4.01611111111111,0.1782,86.4,1.2,"N115"
2018-12-05 09:00:00,3.56388888888889,-4.34777777777778,0.1782,83.6,1.2,"N115"
2018-12-05 10:00:00,3.53777777777778,-4.28722222222222,0.1782,81.5,11.2,"N115"
2018-12-05 11:00:00,3.51222222222222,-4.22722222222222,0.1782,81,36.2,"N115"
2018-12-05 12:00:00,3.485,-3.36,0.1782,77.2,86.2,"N115"
2018-12-05 13:00:00,3.45888888888889,-2.65388888888889,0.1775,75.1,116.2,"N115"
2018-12-05 14:00:00,3.43277777777778,-2.24722222222222,0.1775,76.8,88.7,"N115"
2018-12-05 15:00:00,3.40611111111111,-1.785,0.1775,78.3,73.7,"N115"
2018-12-05 16:00:00,3.40611111111111,-0.957777777777778,0.1775,77.4,93.7,"N115"
2018-12-05 17:00:00,3.40611111111111,-0.732222222222223,0.1775,78.1,51.2,"N115"
2018-12-05 18:00:00,3.40611111111111,-1.67,0.1775,81.6,11.2,"N115"
2018-12-05 19:00:00,3.40611111111111,-0.872777777777779,0.1775,84.7,1.2,"N115"
2018-12-05 20:00:00,3.40611111111111,-0.422777777777777,0.1768,85.8,1.2,"N115"
2018-12-05 21:00:00,3.38,-0.394999999999999,0.1768,87.5,1.2,"N115"
2018-12-05 22:00:00,3.38,-1.07111111111111,0.1768,88.8,1.2,"N115"
2018-12-05 23:00:00,3.38,-1.29888888888889,0.1768,91.8,1.2,"N115"
2018-12-06 00:00:00,3.38,-1.64111111111111,0.1768,94.1,1.2,"N115"
2018-12-06 01:00:00,3.38,-1.98611111111111,0.1768,95.6,1.2,"N115"
2018-12-06 02:00:00,3.38,-1.69888888888889,0.1768,96,1.2,"N115"
2018-12-06 03:00:00,3.35388888888889,-1.35611111111111,0.1768,94.6,1.2,"N115"
2018-12-06 04:00:00,3.32722222222222,-1.04277777777778,0.1768,93.7,1.2,"N115"
2018-12-06 05:00:00,3.32722222222222,-0.902222222222222,0.1768,93,1.2,"N115"
2018-12-06 06:00:00,3.30111111111111,-0.902222222222222,0.1761,92.4,1.2,"N115"
2018-12-06 07:00:00,3.30111111111111,-1.07111111111111,0.1761,90.5,1.2,"N115"
2018-12-06 08:00:00,3.27388888888889,-1.1,0.1761,90,1.2,"N115"
2018-12-06 09:00:00,3.27388888888889,-1.21277777777778,0.1761,88.4,1.2,"N115"
2018-12-06 10:00:00,3.27388888888889,-1.61277777777778,0.1761,83.3,11.2,"N115"
2018-12-06 11:00:00,3.24777777777778,-1.785,0.1761,79.8,43.7,"N115"
2018-12-06 12:00:00,3.24777777777778,-2.68277777777778,0.1761,77.7,81.2,"N115"
2018-12-06 13:00:00,3.24777777777778,-3.36,0.1753,69.3,121.2,"N115"
2018-12-06 14:00:00,3.24777777777778,-2.13111111111111,0.1761,65.9,133.7,"N115"
2018-12-06 15:00:00,3.24777777777778,-2.04388888888889,0.1761,62.2,111.2,"N115"
2018-12-06 16:00:00,3.24777777777778,-1.98611111111111,0.1761,61.2,58.7,"N115"
2018-12-06 17:00:00,3.24777777777778,-2.53722222222222,0.1761,63.2,38.7,"N115"
2018-12-06 18:00:00,3.24777777777778,-3.21222222222222,0.1753,65.2,8.7,"N115"
2018-12-06 19:00:00,3.22111111111111,-3.89611111111111,0.1753,68.3,1.2,"N115"
2018-12-06 20:00:00,3.22111111111111,-4.68222222222222,0.1753,71.1,1.2,"N115"
2018-12-06 21:00:00,3.195,-5.35722222222222,0.1746,72.4,1.2,"N115"
2018-12-06 22:00:00,3.16777777777778,-5.91611111111111,0.1753,73.2,1.2,"N115"
2018-12-06 23:00:00,3.11611111111111,-6.45222222222222,0.1746,74.4,1.2,"N115"
2018-12-07 00:00:00,3.08888888888889,-7.25111111111111,0.1746,76.6,1.2,"N115"
2018-12-07 01:00:00,3.06277777777778,-7.51,0.1739,80.5,1.2,"N115"
2018-12-07 02:00:00,3.00888888888889,-8.33111111111111,0.1732,81.6,1.2,"N115"
2018-12-07 03:00:00,2.98277777777778,-8.83111111111111,0.1724,83.9,1.2,"N115"
2018-12-07 04:00:00,2.93,-9.235,0.1717,86.5,1.2,"N115"
2018-12-07 05:00:00,2.90277777777778,-9.67888888888889,0.1717,87.6,1.2,"N115"
2018-12-07 06:00:00,2.87722222222222,-9.78222222222222,0.171,89.4,1.2,"N115"
2018-12-07 07:00:00,2.82277777777778,-9.74722222222222,0.1702,88.1,1.2,"N115"
2018-12-07 08:00:00,2.79722222222222,-9.74722222222222,0.1702,87.9,1.2,"N115"
2018-12-07 09:00:00,2.74388888888889,-9.71277777777778,0.1695,89.4,3.7,"N115"
2018-12-07 10:00:00,2.71722222222222,-8.36388888888889,0.1695,90,26.2,"N115"
2018-12-07 11:00:00,2.69,-6.35722222222222,0.1695,82.6,61.2,"N115"
2018-12-07 12:00:00,2.66388888888889,-5.295,0.1695,76.2,126.2,"N115"
2018-12-07 13:00:00,2.63722222222222,-4.895,0.1688,76.1,141.2,"N115"
2018-12-07 14:00:00,2.61,-5.41777777777778,0.1688,74.2,116.2,"N115"
2018-12-07 15:00:00,2.58388888888889,-4.49888888888889,0.1695,73.7,121.2,"N115"
2018-12-07 16:00:00,2.55722222222222,-5.11,0.1688,66.7,78.7,"N115"
2018-12-07 17:00:00,2.55722222222222,-5.63611111111111,0.1688,64.7,48.7,"N115"
2018-12-07 18:00:00,2.53,-6.26222222222222,0.1688,65.2,11.2,"N115"
2018-12-07 19:00:00,2.53,-7.445,0.1681,67.8,1.2,"N115"
2018-12-07 20:00:00,2.50277777777778,-7.67277777777778,0.1681,70.7,1.2,"N115"
2018-12-07 21:00:00,2.50277777777778,-7.86888888888889,0.1681,71.8,1.2,"N115"
2018-12-07 22:00:00,2.47722222222222,-8.26388888888889,0.1673,74.3,1.2,"N115"
2018-12-07 23:00:00,2.45,-8.56277777777778,0.1673,76.2,1.2,"N115"
2018-12-08 00:00:00,2.42277777777778,-8.23111111111111,0.1673,77.8,1.2,"N115"
2018-12-08 01:00:00,2.39611111111111,-8.86388888888889,0.1666,80.8,1.2,"N115"
2018-12-08 02:00:00,2.39611111111111,-7.86888888888889,0.1666,82.3,1.2,"N115"
2018-12-08 03:00:00,2.34277777777778,-7.155,0.1666,83,1.2,"N115"
2018-12-08 04:00:00,2.34277777777778,-6.45222222222222,0.1666,83.1,1.2,"N115"
2018-12-08 05:00:00,2.31611111111111,-6.23111111111111,0.1659,83.4,1.2,"N115"
2018-12-08 06:00:00,2.28888888888889,-6.04222222222222,0.1659,84.9,1.2,"N115"
2018-12-08 07:00:00,2.28888888888889,-5.85388888888889,0.1659,86.2,1.2,"N115"
